주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,123.0,258.0,163.0,371.0,496.0,,,
영업이익,-69.0,-58.0,-48.0,-25.0,-2.0,,,
영업이익(발표기준),-69.0,-58.0,-48.0,-25.0,-2.0,,,
세전계속사업이익,-71.0,-79.0,-245.0,-63.0,0.0,,,
당기순이익,-71.0,-80.0,-245.0,-69.0,-4.0,,,
당기순이익(지배),-71.0,-80.0,-235.0,-61.0,-5.0,,,
당기순이익(비지배),,,-10.0,-7.0,1.0,,,
자산총계,261.0,239.0,486.0,452.0,472.0,,,
부채총계,33.0,30.0,233.0,133.0,121.0,,,
자본총계,229.0,209.0,254.0,319.0,351.0,,,
자본총계(지배),229.0,209.0,259.0,332.0,359.0,,,
자본총계(비지배),,,-5.0,-13.0,-8.0,,,
자본금,279.0,298.0,377.0,424.0,436.0,,,
영업활동현금흐름,-64.0,-83.0,-53.0,-3.0,15.0,,,
투자활동현금흐름,-25.0,-20.0,-84.0,-1.0,-4.0,,,
재무활동현금흐름,136.0,53.0,155.0,17.0,-2.0,,,
CAPEX,5.0,0.0,1.0,3.0,2.0,,,
FCF,-69.0,-83.0,-54.0,-6.0,13.0,,,
이자발생부채,12.0,7.0,146.0,40.0,2.0,,,
영업이익률,-56.14,-22.6,-29.12,-6.83,-0.4,,,
순이익률,-57.65,-30.88,-150.45,-18.49,-0.75,,,
ROE(%),,-36.35,-100.36,-20.69,-1.48,,,
ROA(%),,-31.8,-67.65,-14.61,-0.81,,,
부채비율,14.32,14.26,91.69,41.55,34.48,,,
자본유보율,-23.02,-32.36,-31.99,-22.45,-18.56,,,
EPS(원),-144.0,-136.0,-353.0,-77.0,-6.0,,,
PER(배),-14.89,-14.54,-4.46,-22.05,-381.16,,,
BPS(원),410.0,351.0,344.0,391.0,412.0,,,
PBR(배),5.22,5.65,4.58,4.36,5.46,,,
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),55726274.0,59669884.0,75367969.0,84826521.0,87270467.0,,,
