주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,8837.0,10861.0,13440.0,13254.0,9099.0,,,
영업이익,-87.0,213.0,104.0,98.0,224.0,,,
영업이익(발표기준),-87.0,213.0,104.0,98.0,224.0,,,
세전계속사업이익,-75.0,227.0,-72.0,125.0,251.0,,,
당기순이익,-83.0,163.0,-85.0,64.0,154.0,,,
당기순이익(지배),-68.0,149.0,-75.0,1.0,44.0,,,
당기순이익(비지배),-15.0,14.0,-10.0,63.0,109.0,,,
자산총계,62168.0,64903.0,66392.0,63356.0,69983.0,,,
부채총계,55366.0,57953.0,59541.0,56396.0,62907.0,,,
자본총계,6802.0,6949.0,6850.0,6960.0,7077.0,,,
자본총계(지배),5971.0,6110.0,6027.0,6081.0,6096.0,,,
자본총계(비지배),831.0,839.0,823.0,879.0,981.0,,,
자본금,2122.0,2122.0,2122.0,2122.0,2122.0,,,
영업활동현금흐름,-6376.0,-2611.0,-169.0,3077.0,-1315.0,,,
투자활동현금흐름,438.0,883.0,-101.0,35.0,68.0,,,
재무활동현금흐름,5727.0,3041.0,-239.0,-1445.0,1395.0,,,
CAPEX,12.0,18.0,68.0,29.0,18.0,,,
FCF,,,,,,,,
이자발생부채,8697.0,8392.0,12619.0,11345.0,12883.0,,,
영업이익률,-0.99,1.97,0.77,0.74,2.46,,,
순이익률,-0.95,1.5,-0.63,0.49,1.69,,,
ROE(%),-1.12,2.47,-1.23,0.02,0.73,,,
ROA(%),-0.11,0.24,-0.11,0.0,0.07,,,
부채비율,813.94,833.93,869.18,810.25,888.92,,,
자본유보율,224.06,231.0,226.33,231.51,237.0,,,
EPS(원),-161.0,352.0,-176.0,2.0,104.0,,,
PER(배),-20.77,10.54,-22.0,1308.55,38.34,,,
BPS(원),14412.0,14749.0,14547.0,14678.0,14713.0,,,
PBR(배),0.23,0.25,0.27,0.22,0.27,,,
현금DPS(원),0.0,100.0,0.0,0.0,100.0,,,
현금배당수익률,0.0,2.7,0.0,0.0,2.5,,,
현금배당성향(%),0.0,27.73,0.0,0.0,93.44,,,
발행주식수(보통주),42446389.0,42446389.0,42446389.0,42446389.0,42446389.0,,,
