주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,3262.0,3090.0,2718.0,2734.0,2992.0,,,
영업이익,26.0,-41.0,-54.0,-20.0,-4.0,,,
영업이익(발표기준),26.0,-41.0,-54.0,-20.0,-4.0,,,
세전계속사업이익,43.0,-31.0,-75.0,427.0,-26.0,,,
당기순이익,25.0,-20.0,-57.0,331.0,-18.0,,,
당기순이익(지배),25.0,-20.0,-57.0,331.0,-18.0,,,
당기순이익(비지배),,,,,,,,
자산총계,2588.0,2848.0,2755.0,3239.0,3343.0,,,
부채총계,861.0,1145.0,1105.0,1266.0,1391.0,,,
자본총계,1727.0,1703.0,1650.0,1973.0,1951.0,,,
자본총계(지배),1727.0,1703.0,1650.0,1973.0,1951.0,,,
자본총계(비지배),,,,,,,,
자본금,348.0,348.0,348.0,348.0,348.0,,,
영업활동현금흐름,116.0,124.0,165.0,-159.0,-79.0,,,
투자활동현금흐름,-100.0,-262.0,-333.0,-58.0,-105.0,,,
재무활동현금흐름,122.0,207.0,65.0,166.0,162.0,,,
CAPEX,101.0,325.0,340.0,51.0,95.0,,,
FCF,14.0,-201.0,-175.0,-210.0,-174.0,,,
이자발생부채,534.0,759.0,824.0,1001.0,1172.0,,,
영업이익률,0.8,-1.32,-1.98,-0.72,-0.15,,,
순이익률,0.78,-0.64,-2.1,12.11,-0.61,,,
ROE(%),1.47,-1.16,-3.4,18.28,-0.93,,,
ROA(%),0.99,-0.73,-2.03,11.05,-0.56,,,
부채비율,49.85,67.24,66.97,64.15,71.31,,,
자본유보율,396.08,388.66,373.15,466.05,459.49,,,
EPS(원),36.0,-28.0,-82.0,476.0,-26.0,,,
PER(배),25.48,-35.98,-31.05,3.41,-42.72,,,
BPS(원),2481.0,2447.0,2371.0,2835.0,2804.0,,,
PBR(배),0.37,0.42,1.07,0.57,0.4,,,
현금DPS(원),15.0,0.0,15.0,15.0,15.0,,,
현금배당수익률,1.62,0.0,0.59,0.92,1.33,,,
현금배당성향(%),41.32,0.0,-18.34,3.15,-56.96,,,
발행주식수(보통주),69600000.0,69600000.0,69600000.0,69600000.0,69600000.0,,,
