주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2661.0,2736.0,2609.0,2597.0,2652.0,,,
영업이익,223.0,226.0,234.0,224.0,157.0,,,
영업이익(발표기준),223.0,226.0,234.0,224.0,157.0,,,
세전계속사업이익,296.0,280.0,105.0,426.0,219.0,,,
당기순이익,244.0,215.0,55.0,348.0,174.0,,,
당기순이익(지배),176.0,147.0,85.0,165.0,100.0,,,
당기순이익(비지배),68.0,69.0,-31.0,183.0,74.0,,,
자산총계,5282.0,5339.0,5366.0,5543.0,5527.0,,,
부채총계,1611.0,1571.0,1684.0,1605.0,1524.0,,,
자본총계,3671.0,3769.0,3683.0,3938.0,4003.0,,,
자본총계(지배),2887.0,2959.0,2910.0,3015.0,3053.0,,,
자본총계(비지배),785.0,810.0,773.0,923.0,950.0,,,
자본금,279.0,279.0,279.0,279.0,279.0,,,
영업활동현금흐름,261.0,232.0,170.0,198.0,297.0,,,
투자활동현금흐름,-104.0,-140.0,-137.0,-263.0,-121.0,,,
재무활동현금흐름,-95.0,-115.0,37.0,35.0,-139.0,,,
CAPEX,41.0,68.0,77.0,226.0,73.0,,,
FCF,220.0,164.0,93.0,-28.0,224.0,,,
이자발생부채,253.0,237.0,349.0,367.0,349.0,,,
영업이익률,8.38,8.25,8.99,8.63,5.92,,,
순이익률,9.16,7.87,2.1,13.39,6.57,,,
ROE(%),6.21,5.02,2.91,5.57,3.3,,,
ROA(%),4.71,4.05,1.02,6.38,3.15,,,
부채비율,43.88,41.68,45.72,40.76,38.07,,,
자본유보율,950.63,972.82,966.69,998.08,1007.44,,,
EPS(원),314.0,263.0,153.0,295.0,179.0,,,
PER(배),6.25,15.65,24.21,11.34,16.76,,,
BPS(원),5268.0,5400.0,5310.0,5502.0,5572.0,,,
PBR(배),0.37,0.76,0.7,0.61,0.54,,,
현금DPS(원),135.0,165.0,140.0,140.0,140.0,,,
현금배당수익률,6.87,4.01,3.78,4.18,4.67,,,
현금배당성향(%),42.09,61.59,89.82,46.46,76.69,,,
발행주식수(보통주),55895292.0,55895292.0,55895292.0,55895292.0,55895292.0,,,
