주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,3828.0,4569.0,4373.0,2430.0,2828.0,,,
영업이익,-266.0,47.0,187.0,-118.0,104.0,,,
영업이익(발표기준),-149.0,47.0,224.0,-118.0,104.0,,,
세전계속사업이익,5887.0,1402.0,327.0,56.0,95.0,,,
당기순이익,2300.0,1132.0,204.0,-26.0,9.0,,,
당기순이익(지배),4001.0,1391.0,308.0,-6.0,26.0,,,
당기순이익(비지배),-1702.0,-260.0,-104.0,-20.0,-16.0,,,
자산총계,23119.0,16383.0,12037.0,8380.0,9108.0,,,
부채총계,18614.0,12686.0,8462.0,4819.0,5525.0,,,
자본총계,4505.0,3697.0,3575.0,3561.0,3583.0,,,
자본총계(지배),2107.0,3198.0,3526.0,3578.0,3614.0,,,
자본총계(비지배),2398.0,499.0,48.0,-18.0,-32.0,,,
자본금,287.0,287.0,323.0,386.0,386.0,,,
영업활동현금흐름,320.0,664.0,830.0,163.0,148.0,,,
투자활동현금흐름,6202.0,1881.0,-121.0,1589.0,-1302.0,,,
재무활동현금흐름,-5748.0,-1946.0,-1830.0,-1146.0,507.0,,,
CAPEX,65.0,66.0,29.0,10.0,49.0,,,
FCF,256.0,598.0,801.0,153.0,99.0,,,
이자발생부채,4892.0,2980.0,675.0,520.0,1098.0,,,
영업이익률,-6.95,1.03,4.28,-4.85,3.67,,,
순이익률,60.08,24.77,4.67,-1.07,0.33,,,
ROE(%),-264.68,52.46,9.16,-0.16,0.72,,,
ROA(%),9.07,5.73,1.44,-0.26,0.11,,,
부채비율,413.2,343.17,236.73,135.35,154.22,,,
자본유보율,87.46,871.54,905.76,797.33,807.7,,,
EPS(원),11061.0,2633.0,579.0,-9.0,35.0,,,
PER(배),0.28,0.73,5.7,-308.64,63.31,,,
BPS(원),4003.0,6074.0,5891.0,4938.0,4988.0,,,
PBR(배),0.76,0.32,0.56,0.57,0.45,,,
현금DPS(원),0.0,0.0,0.0,0.0,,,,
현금배당수익률,0.0,0.0,0.0,0.0,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),52844013.0,52866795.0,60070918.0,72677207.0,72677207.0,,,
