주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,77368.0,76886.0,59649.0,57296.0,65679.0,76903.0,80717.0,83648.0
영업이익,3695.0,4530.0,-951.0,4908.0,6608.0,8812.0,9159.0,9579.0
영업이익(발표기준),3695.0,4530.0,274.0,4908.0,6608.0,,,
세전계속사업이익,-570.0,-752.0,-7811.0,820.0,4896.0,6709.0,7181.0,7753.0
당기순이익,-1010.0,240.0,-8595.0,1160.0,2966.0,4688.0,5076.0,5456.0
당기순이익(지배),-1018.0,420.0,-8191.0,632.0,1486.0,3294.0,3595.0,3859.0
당기순이익(비지배),8.0,-180.0,-404.0,528.0,1480.0,,,
자산총계,114815.0,119574.0,113832.0,100268.0,102761.0,108037.0,110533.0,113597.0
부채총계,79325.0,86691.0,82802.0,65784.0,71029.0,70591.0,68693.0,67066.0
자본총계,35490.0,32883.0,31030.0,34484.0,31732.0,37139.0,41584.0,46406.0
자본총계(지배),29869.0,27991.0,20214.0,20605.0,15937.0,20496.0,23959.0,27761.0
자본총계(비지배),5622.0,4892.0,10816.0,13879.0,15794.0,,,
자본금,10373.0,10373.0,10373.0,10373.0,10400.0,11025.0,11025.0,11025.0
영업활동현금흐름,4819.0,2313.0,2367.0,5130.0,6657.0,5744.0,7147.0,7642.0
투자활동현금흐름,-5953.0,-4285.0,-969.0,9096.0,-2563.0,-3611.0,-2186.0,-1879.0
재무활동현금흐름,-802.0,2814.0,820.0,-14544.0,323.0,-2179.0,-3883.0,-3728.0
CAPEX,2393.0,2148.0,2148.0,1739.0,1342.0,2565.0,1900.0,1835.0
FCF,2426.0,165.0,219.0,3390.0,5315.0,2820.0,4114.0,4344.0
이자발생부채,56447.0,60855.0,60217.0,44232.0,46490.0,,,
영업이익률,4.78,5.89,-1.59,8.57,10.06,11.46,11.35,11.45
순이익률,-1.31,0.31,-14.41,2.02,4.52,6.09,6.29,6.52
ROE(%),-3.74,1.45,-33.98,3.1,8.13,18.08,16.18,14.92
ROA(%),-0.88,0.2,-7.36,1.08,2.92,4.45,4.64,4.87
부채비율,223.51,263.64,266.85,190.77,223.84,190.07,165.19,144.52
자본유보율,149.51,148.08,69.5,79.8,95.79,,,
EPS(원),-596.0,202.0,-3948.0,305.0,716.0,1583.0,1727.0,1854.0
PER(배),-21.15,48.05,-1.19,28.96,12.14,6.01,5.51,5.14
BPS(원),14398.0,13493.0,9744.0,9932.0,7662.0,9846.0,11510.0,13337.0
PBR(배),0.88,0.72,0.48,0.89,1.13,0.97,0.83,0.71
현금DPS(원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
현금배당수익률,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,0.01
발행주식수(보통주),207455314.0,207455314.0,207455314.0,207455314.0,208000119.0,,,
