주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,25423.0,25888.0,26350.0,28550.0,29688.0,30457.0,31583.0,32656.0
영업이익,1558.0,1403.0,1099.0,1111.0,967.0,1244.0,1404.0,1556.0
영업이익(발표기준),1558.0,1403.0,1099.0,1111.0,967.0,,,
세전계속사업이익,1201.0,1139.0,777.0,819.0,835.0,1169.0,1202.0,1349.0
당기순이익,1058.0,900.0,472.0,601.0,518.0,859.0,887.0,996.0
당기순이익(지배),1095.0,928.0,583.0,646.0,527.0,860.0,889.0,996.0
당기순이익(비지배),-38.0,-28.0,-111.0,-46.0,-10.0,,,
자산총계,17389.0,18148.0,21046.0,23085.0,22524.0,22954.0,23724.0,24496.0
부채총계,10259.0,10303.0,12861.0,14412.0,13680.0,13504.0,13608.0,13612.0
자본총계,7130.0,7845.0,8185.0,8673.0,8844.0,9449.0,10116.0,10885.0
자본총계(지배),6834.0,7579.0,7934.0,8482.0,8710.0,9326.0,9988.0,10742.0
자본총계(비지배),296.0,266.0,252.0,191.0,135.0,,,
자본금,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0
영업활동현금흐름,1800.0,1627.0,924.0,548.0,1662.0,1769.0,1720.0,1842.0
투자활동현금흐름,-1655.0,-1613.0,-1875.0,-2203.0,-677.0,-857.0,-1033.0,-1026.0
재무활동현금흐름,72.0,-463.0,1946.0,967.0,-1094.0,-525.0,-304.0,-413.0
CAPEX,590.0,1075.0,1849.0,1172.0,1390.0,942.0,980.0,1002.0
FCF,1211.0,553.0,-925.0,-625.0,272.0,722.0,648.0,725.0
이자발생부채,6586.0,6229.0,8242.0,9576.0,8511.0,,,
영업이익률,6.13,5.42,4.17,3.89,3.26,4.08,4.45,4.76
순이익률,4.16,3.48,1.79,2.1,1.74,2.82,2.81,3.05
ROE(%),17.09,12.87,7.51,7.87,6.13,9.54,9.21,9.61
ROA(%),6.3,5.07,2.41,2.72,2.27,3.78,3.8,4.13
부채비율,143.89,131.34,157.12,166.18,154.67,142.92,134.52,125.06
자본유보율,1921.16,2122.78,2223.39,2353.67,2475.36,,,
EPS(원),3041.0,2576.0,1618.0,1794.0,1464.0,2388.0,2468.0,2765.0
PER(배),12.63,12.97,20.15,14.72,18.82,11.14,10.78,9.62
BPS(원),18974.0,21042.0,22027.0,23549.0,24181.0,25891.0,27731.0,29823.0
PBR(배),2.02,1.59,1.48,1.12,1.14,1.03,0.96,0.89
현금DPS(원),150.0,300.0,400.0,400.0,500.0,522.0,550.0,578.0
현금배당수익률,0.39,0.9,1.23,1.52,1.81,1.96,2.07,2.17
현금배당성향(%),4.95,11.66,24.74,22.32,34.18,0.21,0.21,0.2
발행주식수(보통주),34411575.0,34411575.0,34411575.0,34411575.0,34648025.0,,,
