주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,17628.0,19659.0,21128.0,25217.0,25340.0,33710.0,34857.0,36395.0
영업이익,683.0,782.0,879.0,1052.0,871.0,1562.0,1674.0,1800.0
영업이익(발표기준),683.0,782.0,879.0,1052.0,871.0,,,
세전계속사업이익,1191.0,1286.0,1206.0,1387.0,1607.0,1919.0,2050.0,2289.0
당기순이익,914.0,979.0,915.0,1053.0,1215.0,1446.0,1552.0,1734.0
당기순이익(지배),909.0,976.0,908.0,949.0,1134.0,1230.0,1332.0,1459.0
당기순이익(비지배),5.0,3.0,6.0,104.0,81.0,,,
자산총계,19221.0,18830.0,19541.0,21817.0,27969.0,29286.0,30950.0,32788.0
부채총계,4996.0,5012.0,4862.0,5747.0,7535.0,7901.0,8061.0,7962.0
자본총계,14225.0,13817.0,14679.0,16071.0,20434.0,21594.0,23069.0,24826.0
자본총계(지배),14174.0,13767.0,14622.0,15096.0,16739.0,17758.0,19026.0,20604.0
자본총계(비지배),50.0,50.0,57.0,975.0,3694.0,,,
자본금,489.0,489.0,489.0,489.0,489.0,490.0,490.0,490.0
영업활동현금흐름,536.0,624.0,540.0,1733.0,1064.0,1070.0,1638.0,1333.0
투자활동현금흐름,-276.0,-479.0,-458.0,-964.0,-829.0,-615.0,-669.0,-828.0
재무활동현금흐름,-196.0,-170.0,-93.0,-666.0,-54.0,-40.0,2.0,-10.0
CAPEX,91.0,185.0,290.0,178.0,240.0,342.0,372.0,408.0
FCF,445.0,439.0,250.0,1556.0,825.0,590.0,657.0,783.0
이자발생부채,292.0,155.0,115.0,327.0,373.0,,,
영업이익률,3.87,3.98,4.16,4.17,3.44,4.63,4.8,4.95
순이익률,5.19,4.98,4.33,4.17,4.79,4.29,4.45,4.76
ROE(%),6.64,6.99,6.4,6.39,7.12,7.13,7.24,7.36
ROA(%),4.91,5.15,4.77,5.09,4.88,5.05,5.15,5.44
부채비율,35.13,36.28,33.13,35.76,36.88,36.59,34.94,32.07
자본유보율,2163.62,2343.27,2513.04,2693.86,3033.2,,,
EPS(원),930.0,999.0,929.0,971.0,1161.0,1259.0,1363.0,1493.0
PER(배),18.06,18.97,26.68,15.86,12.88,10.37,9.57,8.74
BPS(원),16238.0,15771.0,16750.0,17293.0,19173.0,20339.0,21793.0,23600.0
PBR(배),1.03,1.2,1.48,0.89,0.78,0.64,0.6,0.55
현금DPS(원),50.0,60.0,60.0,60.0,80.0,92.0,101.0,122.0
현금배당수익률,0.3,0.32,0.24,0.39,0.54,0.7,0.77,0.94
현금배당성향(%),4.8,5.37,5.77,5.52,6.16,0.07,0.07,0.08
발행주식수(보통주),97704482.0,97704482.0,97704482.0,97704482.0,97704482.0,,,
