주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1479.0,1861.0,1703.0,1974.0,1916.0,,,
영업이익,55.0,101.0,87.0,106.0,-59.0,,,
영업이익(발표기준),55.0,101.0,87.0,106.0,-59.0,,,
세전계속사업이익,45.0,89.0,73.0,97.0,-99.0,,,
당기순이익,40.0,89.0,52.0,62.0,-90.0,,,
당기순이익(지배),40.0,89.0,52.0,62.0,-90.0,,,
당기순이익(비지배),,,,,,,,
자산총계,730.0,893.0,938.0,1241.0,1063.0,,,
부채총계,576.0,606.0,625.0,724.0,637.0,,,
자본총계,154.0,286.0,312.0,517.0,426.0,,,
자본총계(지배),154.0,286.0,312.0,517.0,426.0,,,
자본총계(비지배),,,,,,,,
자본금,23.0,23.0,23.0,30.0,65.0,,,
영업활동현금흐름,-24.0,0.0,39.0,7.0,-68.0,,,
투자활동현금흐름,-10.0,-44.0,-34.0,-159.0,-44.0,,,
재무활동현금흐름,0.0,94.0,17.0,172.0,30.0,,,
CAPEX,10.0,44.0,33.0,117.0,21.0,,,
FCF,-34.0,-44.0,6.0,-109.0,-89.0,,,
이자발생부채,379.0,444.0,448.0,502.0,439.0,,,
영업이익률,3.74,5.45,5.08,5.35,-3.06,,,
순이익률,2.71,4.78,3.07,3.15,-4.68,,,
ROE(%),32.29,40.4,17.49,14.97,-19.01,,,
ROA(%),5.78,10.96,5.72,5.7,-7.78,,,
부채비율,373.91,211.71,200.26,139.97,149.37,,,
자본유보율,-20.47,487.11,751.98,1185.85,414.79,,,
EPS(원),463.0,979.0,567.0,566.0,-722.0,,,
PER(배),2.0,5.2,9.06,7.18,-4.31,,,
BPS(원),1760.0,3178.0,3465.0,4535.0,3326.0,,,
PBR(배),0.53,1.6,1.48,0.9,0.94,,,
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),8972868.0,9228068.0,9228068.0,11621344.0,13032774.0,,,
