주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2336.0,2619.0,3083.0,3941.0,4345.0,,,
영업이익,30.0,54.0,81.0,24.0,35.0,,,
영업이익(발표기준),30.0,54.0,81.0,24.0,35.0,,,
세전계속사업이익,28.0,48.0,82.0,24.0,35.0,,,
당기순이익,31.0,50.0,85.0,19.0,21.0,,,
당기순이익(지배),31.0,54.0,85.0,19.0,22.0,,,
당기순이익(비지배),-1.0,-3.0,0.0,0.0,-1.0,,,
자산총계,1078.0,1256.0,1263.0,1527.0,1714.0,,,
부채총계,641.0,715.0,658.0,938.0,1112.0,,,
자본총계,437.0,541.0,605.0,590.0,603.0,,,
자본총계(지배),426.0,533.0,597.0,583.0,597.0,,,
자본총계(비지배),10.0,7.0,7.0,6.0,5.0,,,
자본금,300.0,300.0,300.0,300.0,300.0,,,
영업활동현금흐름,-59.0,-9.0,217.0,-191.0,63.0,,,
투자활동현금흐름,24.0,-14.0,-43.0,-58.0,-31.0,,,
재무활동현금흐름,42.0,39.0,-55.0,176.0,45.0,,,
CAPEX,11.0,26.0,50.0,43.0,50.0,,,
FCF,-70.0,-36.0,167.0,-233.0,13.0,,,
이자발생부채,174.0,149.0,105.0,135.0,135.0,,,
영업이익률,1.29,2.07,2.63,0.6,0.8,,,
순이익률,1.31,1.93,2.74,0.47,0.47,,,
ROE(%),8.25,11.16,15.04,3.17,3.67,,,
ROA(%),3.04,4.33,6.72,1.34,1.27,,,
부채비율,146.81,132.25,108.87,158.98,184.5,,,
자본유보율,74.42,95.58,117.08,112.88,118.43,,,
EPS(원),53.0,89.0,142.0,31.0,36.0,,,
PER(배),14.51,16.98,25.11,75.12,51.86,,,
BPS(원),831.0,964.0,1080.0,1055.0,1080.0,,,
PBR(배),0.92,1.57,3.3,2.22,1.73,,,
현금DPS(원),0.0,20.0,30.0,20.0,30.0,,,
현금배당수익률,0.0,1.32,0.84,0.85,1.6,,,
현금배당성향(%),0.0,20.66,19.51,59.06,76.69,,,
발행주식수(보통주),59991641.0,59991641.0,59991641.0,59991641.0,59991641.0,,,
