주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,25135.0,21179.0,16887.0,13740.0,15876.0,,,
영업이익,-1985.0,156.0,281.0,487.0,547.0,,,
영업이익(발표기준),-1985.0,156.0,281.0,487.0,547.0,,,
세전계속사업이익,-5248.0,-1442.0,-639.0,-124.0,-467.0,,,
당기순이익,-5934.0,-2211.0,-683.0,-159.0,-488.0,,,
당기순이익(지배),-5825.0,-2171.0,-447.0,-180.0,-434.0,,,
당기순이익(비지배),-109.0,-40.0,-237.0,21.0,-54.0,,,
자산총계,22550.0,18735.0,15528.0,13642.0,13356.0,,,
부채총계,19838.0,18001.0,11986.0,10167.0,9976.0,,,
자본총계,2711.0,734.0,3542.0,3476.0,3380.0,,,
자본총계(지배),2596.0,124.0,3084.0,3639.0,3242.0,,,
자본총계(비지배),115.0,610.0,459.0,-164.0,138.0,,,
자본금,4916.0,5196.0,4195.0,4282.0,4282.0,,,
영업활동현금흐름,283.0,-1059.0,-1208.0,-56.0,319.0,,,
투자활동현금흐름,-345.0,322.0,-1120.0,1191.0,-402.0,,,
재무활동현금흐름,-25.0,685.0,2821.0,-259.0,-370.0,,,
CAPEX,188.0,129.0,82.0,117.0,214.0,,,
FCF,95.0,-1188.0,-1289.0,-173.0,105.0,,,
이자발생부채,12058.0,11373.0,7664.0,6748.0,6433.0,,,
영업이익률,-7.9,0.74,1.66,3.54,3.45,,,
순이익률,-23.61,-10.44,-4.05,-1.16,-3.07,,,
ROE(%),-259.61,-159.57,-27.86,-5.35,-12.61,,,
ROA(%),-23.11,-10.71,-3.99,-1.09,-3.61,,,
부채비율,731.71,2451.76,338.34,292.53,295.18,,,
자본유보율,9.75,-31.97,56.94,38.05,29.06,,,
EPS(원),-26933.0,-5287.0,-175.0,-21.0,-51.0,,,
PER(배),-0.44,-1.13,-13.1,-87.77,-22.21,,,
BPS(원),6611.0,299.0,368.0,430.0,383.0,,,
PBR(배),1.8,20.04,6.23,4.31,2.94,,,
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),30462880.0,32707337.0,839089231.0,856473009.0,856473009.0,,,
