주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2543.0,2504.0,4107.0,3103.0,2517.0,,,
영업이익,-145.0,-252.0,30.0,-107.0,47.0,,,
영업이익(발표기준),-145.0,-252.0,30.0,-107.0,47.0,,,
세전계속사업이익,-231.0,-325.0,51.0,-219.0,-85.0,,,
당기순이익,-245.0,-307.0,47.0,-197.0,-144.0,,,
당기순이익(지배),-94.0,-181.0,23.0,-125.0,-86.0,,,
당기순이익(비지배),-151.0,-126.0,24.0,-72.0,-59.0,,,
자산총계,3169.0,3281.0,4037.0,4058.0,3742.0,,,
부채총계,2221.0,2655.0,2869.0,2376.0,2160.0,,,
자본총계,948.0,626.0,1168.0,1682.0,1582.0,,,
자본총계(지배),314.0,118.0,204.0,287.0,228.0,,,
자본총계(비지배),635.0,508.0,964.0,1395.0,1354.0,,,
자본금,51.0,51.0,51.0,51.0,55.0,,,
영업활동현금흐름,222.0,-87.0,-113.0,16.0,160.0,,,
투자활동현금흐름,94.0,-35.0,3.0,-199.0,-8.0,,,
재무활동현금흐름,-323.0,108.0,234.0,85.0,-56.0,,,
CAPEX,25.0,20.0,58.0,189.0,6.0,,,
FCF,197.0,-106.0,-171.0,-172.0,154.0,,,
이자발생부채,1491.0,1625.0,1363.0,1369.0,1289.0,,,
영업이익률,-5.72,-10.05,0.72,-3.45,1.88,,,
순이익률,-9.63,-12.26,1.15,-6.34,-5.74,,,
ROE(%),-25.17,-84.0,14.08,-50.73,-33.33,,,
ROA(%),-6.98,-9.52,1.29,-4.86,-3.7,,,
부채비율,234.14,423.98,245.56,141.28,136.51,,,
자본유보율,517.04,142.16,285.56,101.67,-21.67,,,
EPS(원),-461.0,-890.0,111.0,-612.0,-410.0,,,
PER(배),-1.83,-0.94,22.9,-3.86,-4.46,,,
BPS(원),1541.0,578.0,1004.0,1411.0,1038.0,,,
PBR(배),0.55,1.44,2.54,1.68,1.76,,,
현금DPS(원),25.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,2.97,0.0,0.0,0.0,0.0,,,
현금배당성향(%),-5.43,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),20353962.0,20353962.0,20353962.0,20353962.0,21927844.0,,,
