주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,6488.0,6429.0,6505.0,6240.0,6243.0,6420.0,6806.0,7210.0
영업이익,129.0,180.0,234.0,377.0,342.0,355.0,408.0,450.0
영업이익(발표기준),129.0,180.0,234.0,377.0,342.0,,,
세전계속사업이익,-38.0,125.0,185.0,312.0,339.0,400.0,480.0,510.0
당기순이익,31.0,104.0,134.0,237.0,249.0,310.0,370.0,400.0
당기순이익(지배),31.0,104.0,132.0,234.0,249.0,284.0,328.0,390.0
당기순이익(비지배),0.0,0.0,2.0,3.0,0.0,,,
자산총계,4594.0,4658.0,4942.0,5087.0,5340.0,5520.0,5590.0,5940.0
부채총계,2577.0,2221.0,2350.0,2276.0,2310.0,2280.0,2030.0,2050.0
자본총계,2016.0,2437.0,2593.0,2811.0,3030.0,3240.0,3550.0,3890.0
자본총계(지배),1996.0,2416.0,2569.0,2785.0,3003.0,3210.0,3510.0,3840.0
자본총계(비지배),20.0,21.0,23.0,26.0,27.0,,,
자본금,145.0,173.0,173.0,173.0,173.0,170.0,170.0,170.0
영업활동현금흐름,531.0,227.0,-180.0,656.0,599.0,390.0,540.0,530.0
투자활동현금흐름,260.0,-374.0,26.0,-114.0,-102.0,-230.0,-190.0,-190.0
재무활동현금흐름,-694.0,75.0,57.0,-36.0,-270.0,-180.0,-330.0,-80.0
CAPEX,28.0,40.0,129.0,20.0,28.0,60.0,80.0,80.0
FCF,503.0,187.0,-309.0,636.0,570.0,,,
이자발생부채,1200.0,1000.0,1100.0,1100.0,900.0,,,
영업이익률,1.98,2.79,3.59,6.04,5.48,5.53,5.99,6.24
순이익률,0.48,1.62,2.06,3.8,3.99,4.83,5.44,5.55
ROE(%),1.57,4.71,5.28,8.74,8.61,9.14,9.78,10.61
ROA(%),0.6,2.25,2.79,4.72,4.78,5.71,6.66,6.94
부채비율,127.81,91.15,90.63,80.96,76.24,70.37,57.18,52.7
자본유보율,1337.81,1351.13,1435.8,1555.38,1708.45,,,
EPS(원),105.0,343.0,380.0,676.0,720.0,820.0,949.0,1126.0
PER(배),64.31,22.17,26.82,13.78,9.85,8.0,6.91,5.82
BPS(원),7002.0,7186.0,7642.0,8283.0,9095.0,9721.0,10630.0,11629.0
PBR(배),0.97,1.06,1.33,1.12,0.78,0.67,0.62,0.56
현금DPS(원),0.0,0.0,0.0,0.0,164.0,180.0,180.0,200.0
현금배당수익률,0.0,0.0,0.0,0.0,2.31,2.74,2.74,3.05
현금배당성향(%),0.0,0.0,0.0,0.0,21.73,0.22,0.19,0.18
발행주식수(보통주),29505878.0,34621165.0,34621165.0,34621165.0,34621165.0,,,
