주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,3299.0,3268.0,2980.0,3306.0,3454.0,,,
영업이익,-250.0,135.0,92.0,89.0,174.0,,,
영업이익(발표기준),-250.0,135.0,92.0,89.0,174.0,,,
세전계속사업이익,-326.0,349.0,455.0,125.0,1810.0,,,
당기순이익,-285.0,286.0,397.0,265.0,1394.0,,,
당기순이익(지배),-283.0,288.0,395.0,255.0,1375.0,,,
당기순이익(비지배),-2.0,-2.0,2.0,10.0,19.0,,,
자산총계,6329.0,6463.0,6785.0,7107.0,8529.0,,,
부채총계,1365.0,1211.0,1146.0,1342.0,1427.0,,,
자본총계,4965.0,5252.0,5639.0,5766.0,7102.0,,,
자본총계(지배),4887.0,5175.0,5559.0,5678.0,7004.0,,,
자본총계(비지배),78.0,77.0,80.0,88.0,98.0,,,
자본금,699.0,699.0,699.0,699.0,699.0,,,
영업활동현금흐름,-56.0,224.0,275.0,404.0,323.0,,,
투자활동현금흐름,-230.0,-120.0,-268.0,28.0,1882.0,,,
재무활동현금흐름,-5.0,-26.0,-54.0,-132.0,-85.0,,,
CAPEX,109.0,117.0,471.0,199.0,99.0,,,
FCF,-165.0,107.0,-196.0,205.0,224.0,,,
이자발생부채,119.0,94.0,52.0,,,,,
영업이익률,-7.57,4.15,3.07,2.68,5.02,,,
순이익률,-8.63,8.76,13.31,8.01,40.37,,,
ROE(%),-5.64,5.73,7.36,4.53,21.69,,,
ROA(%),-4.42,4.47,5.99,3.81,17.84,,,
부채비율,27.48,23.05,20.32,23.27,20.09,,,
자본유보율,575.45,616.02,665.83,689.25,875.25,,,
EPS(원),-2687.0,2738.0,3748.0,2417.0,13056.0,,,
PER(배),-5.99,8.82,6.6,11.23,2.6,,,
BPS(원),46387.0,49125.0,52773.0,53899.0,66487.0,,,
PBR(배),0.35,0.49,0.47,0.5,0.51,,,
현금DPS(원),0.0,100.0,775.0,775.0,1000.0,,,
현금배당수익률,0.0,0.41,3.13,2.85,2.94,,,
현금배당성향(%),0.0,3.73,20.73,32.15,7.68,,,
발행주식수(보통주),10079660.0,10079660.0,10079660.0,10079660.0,10079660.0,,,
