주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,13897.0,13459.0,12458.0,12642.0,12745.0,,,
영업이익,447.0,439.0,229.0,448.0,164.0,,,
영업이익(발표기준),447.0,439.0,303.0,448.0,164.0,,,
세전계속사업이익,245.0,134.0,-166.0,363.0,140.0,,,
당기순이익,104.0,65.0,-176.0,226.0,108.0,,,
당기순이익(지배),107.0,65.0,-176.0,225.0,106.0,,,
당기순이익(비지배),-3.0,0.0,1.0,1.0,2.0,,,
자산총계,15700.0,15613.0,15417.0,12106.0,11529.0,,,
부채총계,11261.0,11138.0,11168.0,7608.0,7011.0,,,
자본총계,4440.0,4475.0,4249.0,4498.0,4518.0,,,
자본총계(지배),4438.0,4473.0,4246.0,4495.0,4513.0,,,
자본총계(비지배),2.0,2.0,2.0,3.0,5.0,,,
자본금,204.0,240.0,240.0,240.0,240.0,,,
영업활동현금흐름,1057.0,-123.0,-73.0,869.0,105.0,,,
투자활동현금흐름,-295.0,-296.0,-94.0,613.0,-132.0,,,
재무활동현금흐름,-700.0,228.0,95.0,-802.0,-246.0,,,
CAPEX,134.0,171.0,134.0,117.0,138.0,,,
FCF,923.0,-295.0,-208.0,753.0,-33.0,,,
이자발생부채,4625.0,5269.0,5258.0,4802.0,4561.0,,,
영업이익률,3.22,3.26,1.84,3.54,1.29,,,
순이익률,0.75,0.49,-1.41,1.79,0.85,,,
ROE(%),2.45,1.46,-4.05,5.16,2.36,,,
ROA(%),0.65,0.42,-1.13,1.64,0.92,,,
부채비율,253.63,248.9,262.86,169.12,155.18,,,
자본유보율,1586.19,1336.46,1240.87,1324.13,1338.5,,,
EPS(원),1117.0,678.0,-1834.0,2344.0,1103.0,,,
PER(배),21.58,36.82,-10.99,10.24,22.22,,,
BPS(원),50633.0,51033.0,48442.0,49752.0,49947.0,,,
PBR(배),0.48,0.49,0.42,0.48,0.49,,,
현금DPS(원),425.0,550.0,450.0,650.0,550.0,,,
현금배당수익률,1.76,2.2,2.23,2.71,2.24,,,
현금배당성향(%),34.16,74.28,-22.47,26.14,47.04,,,
발행주식수(보통주),8840002.0,8840002.0,8840002.0,8840002.0,8840002.0,,,
