주요재무정보,2014/09,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1867.0,407.0,1791.0,1795.0,1824.0,,,
영업이익,36.0,3.0,60.0,32.0,60.0,,,
영업이익(발표기준),36.0,3.0,60.0,32.0,60.0,,,
세전계속사업이익,75.0,18.0,148.0,228.0,114.0,,,
당기순이익,59.0,16.0,114.0,173.0,91.0,,,
당기순이익(지배),59.0,16.0,114.0,173.0,91.0,,,
당기순이익(비지배),,,,,,,,
자산총계,3036.0,3007.0,3177.0,3345.0,3316.0,,,
부채총계,319.0,286.0,339.0,342.0,268.0,,,
자본총계,2717.0,2721.0,2838.0,3003.0,3048.0,,,
자본총계(지배),2717.0,2721.0,2838.0,3003.0,3048.0,,,
자본총계(비지배),,,,,,,,
자본금,45.0,45.0,45.0,45.0,45.0,,,
영업활동현금흐름,6.0,-50.0,197.0,23.0,9.0,,,
투자활동현금흐름,-105.0,155.0,-231.0,107.0,78.0,,,
재무활동현금흐름,-24.0,-14.0,-12.0,-13.0,-21.0,,,
CAPEX,14.0,6.0,10.0,1.0,4.0,,,
FCF,-8.0,-56.0,187.0,22.0,5.0,,,
이자발생부채,2.0,2.0,3.0,3.0,4.0,,,
영업이익률,1.94,0.75,3.36,1.76,3.27,,,
순이익률,3.16,3.86,6.34,9.66,5.0,,,
ROE(%),2.18,0.58,4.08,5.93,3.02,,,
ROA(%),1.94,0.52,3.67,5.31,2.74,,,
부채비율,11.74,10.51,11.93,11.4,8.81,,,
자본유보율,5927.69,5925.77,6184.43,6551.39,6677.96,,,
EPS(원),6549.0,1745.0,12613.0,19255.0,10140.0,,,
PER(배),20.23,65.61,11.61,8.91,14.79,,,
BPS(원),301942.0,302358.0,315367.0,333631.0,338648.0,,,
PBR(배),0.44,0.38,0.46,0.51,0.44,,,
현금DPS(원),1500.0,1500.0,1500.0,2500.0,1500.0,,,
현금배당수익률,1.13,1.31,1.02,1.46,1.0,,,
현금배당성향(%),22.91,85.95,11.89,12.98,14.79,,,
발행주식수(보통주),900000.0,900000.0,900000.0,900000.0,900000.0,,,
