주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,614.0,548.0,588.0,591.0,599.0,,,
영업이익,39.0,9.0,36.0,23.0,16.0,,,
영업이익(발표기준),39.0,9.0,36.0,23.0,16.0,,,
세전계속사업이익,12.0,-11.0,12.0,7.0,12.0,,,
당기순이익,12.0,-23.0,15.0,9.0,11.0,,,
당기순이익(지배),12.0,-23.0,15.0,9.0,11.0,,,
당기순이익(비지배),,,,,,,,
자산총계,814.0,833.0,867.0,887.0,935.0,,,
부채총계,507.0,548.0,553.0,511.0,471.0,,,
자본총계,307.0,284.0,313.0,376.0,464.0,,,
자본총계(지배),307.0,284.0,313.0,376.0,464.0,,,
자본총계(비지배),,,,,,,,
자본금,196.0,196.0,196.0,220.0,252.0,,,
영업활동현금흐름,19.0,5.0,-2.0,81.0,65.0,,,
투자활동현금흐름,-6.0,-18.0,-3.0,-87.0,-58.0,,,
재무활동현금흐름,-11.0,14.0,16.0,-6.0,15.0,,,
CAPEX,6.0,18.0,4.0,88.0,31.0,,,
FCF,14.0,-13.0,-6.0,-7.0,34.0,,,
이자발생부채,383.0,398.0,401.0,353.0,292.0,,,
영업이익률,6.36,1.6,6.2,3.96,2.69,,,
순이익률,1.93,-4.11,2.51,1.48,1.75,,,
ROE(%),5.22,-7.62,4.94,2.54,2.5,,,
ROA(%),1.46,-2.74,1.74,1.0,1.16,,,
부채비율,164.87,192.75,176.68,136.01,101.37,,,
자본유보율,56.51,45.02,59.9,71.83,85.08,,,
EPS(원),342.0,-574.0,376.0,214.0,230.0,,,
PER(배),32.73,-20.54,33.64,58.53,49.91,,,
BPS(원),7826.0,7244.0,7977.0,8563.0,9202.0,,,
PBR(배),1.43,1.63,1.59,1.46,1.25,,,
현금DPS(원),0.0,0.0,0.0,0.0,,,,
현금배당수익률,0.0,0.0,0.0,0.0,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),3926628.0,3926628.0,3926628.0,4391637.0,5044441.0,,,
