주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,104530.0,148454.0,169409.0,206661.0,260871.0,92760.0,94540.0,96530.0
영업이익,4880.0,4844.0,5866.0,5210.0,9534.0,2670.0,3335.0,3940.0
영업이익(발표기준),4880.0,4844.0,5866.0,5210.0,9534.0,,,
세전계속사업이익,4615.0,5244.0,6070.0,10093.0,9645.0,8673.0,9063.0,9270.0
당기순이익,3551.0,4051.0,5300.0,8451.0,6887.0,6148.0,6798.0,7008.0
당기순이익(지배),3552.0,4054.0,5301.0,7953.0,5849.0,5465.0,6145.0,6332.0
당기순이익(비지배),-1.0,-3.0,-1.0,498.0,1038.0,,,
자산총계,823715.0,921262.0,995302.0,1193811.0,1259945.0,1261447.0,1322430.0,1384343.0
부채총계,753850.0,834741.0,908874.0,1102220.0,1157564.0,1154480.0,1210213.0,1266790.0
자본총계,69865.0,86522.0,86428.0,91592.0,102381.0,98018.0,105348.0,113978.0
자본총계(지배),69859.0,86516.0,86423.0,85291.0,93516.0,87570.0,92193.0,98603.0
자본총계(비지배),6.0,6.0,5.0,6301.0,8865.0,,,
자본금,43426.0,43426.0,43426.0,43426.0,43426.0,43430.0,43430.0,43430.0
영업활동현금흐름,47285.0,29777.0,82070.0,40878.0,33187.0,,,
투자활동현금흐름,-46381.0,-27402.0,-71297.0,-38236.0,-40662.0,,,
재무활동현금흐름,-767.0,-1541.0,-7156.0,-1738.0,4806.0,,,
CAPEX,3214.0,2652.0,1701.0,690.0,1137.0,,,
FCF,,,,,,,,
이자발생부채,730.0,1737.0,1983.0,4350.0,3419.0,,,
영업이익률,4.67,3.26,3.46,2.52,3.65,2.88,3.53,4.08
순이익률,3.4,2.73,3.13,4.09,2.64,6.63,7.19,7.26
ROE(%),5.06,5.18,6.13,9.84,7.7,6.04,6.84,6.64
ROA(%),0.44,0.46,0.55,0.77,0.56,0.49,0.53,0.52
부채비율,1079.02,964.78,1051.6,1203.41,1130.64,1177.83,1148.78,1111.44
자본유보율,65.28,106.98,120.3,132.19,157.04,,,
EPS(원),409.0,467.0,610.0,916.0,673.0,629.0,708.0,729.0
PER(배),18.56,17.76,12.11,7.13,10.26,7.71,6.85,6.65
BPS(원),8292.0,10487.0,11502.0,11351.0,12446.0,11654.0,12270.0,13123.0
PBR(배),0.92,0.79,0.64,0.58,0.56,0.42,0.4,0.37
현금DPS(원),130.0,180.0,180.0,80.0,140.0,139.0,146.0,163.0
현금배당수익률,1.71,2.17,2.44,1.23,2.03,2.86,3.02,3.36
현금배당성향(%),30.84,36.71,25.51,7.56,17.98,0.22,0.21,0.22
발행주식수(보통주),868530000.0,868530000.0,868530000.0,868530000.0,868530000.0,,,
