주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,15072.0,13913.0,12007.0,10513.0,11152.0,,,
영업이익,163.0,44.0,174.0,211.0,244.0,,,
영업이익(발표기준),163.0,44.0,174.0,211.0,244.0,,,
세전계속사업이익,231.0,190.0,229.0,562.0,422.0,,,
당기순이익,140.0,133.0,194.0,492.0,271.0,,,
당기순이익(지배),146.0,104.0,158.0,351.0,226.0,,,
당기순이익(비지배),-6.0,28.0,36.0,141.0,44.0,,,
자산총계,13490.0,13466.0,12646.0,12861.0,14350.0,,,
부채총계,7147.0,7128.0,6173.0,6114.0,7376.0,,,
자본총계,6343.0,6338.0,6473.0,6747.0,6974.0,,,
자본총계(지배),5815.0,5809.0,5909.0,6153.0,6392.0,,,
자본총계(비지배),528.0,529.0,565.0,594.0,582.0,,,
자본금,300.0,300.0,300.0,300.0,300.0,,,
영업활동현금흐름,581.0,368.0,546.0,355.0,848.0,,,
투자활동현금흐름,-109.0,-256.0,-1034.0,-941.0,-1063.0,,,
재무활동현금흐름,-143.0,-146.0,-119.0,-100.0,632.0,,,
CAPEX,339.0,271.0,692.0,396.0,143.0,,,
FCF,242.0,97.0,-146.0,-41.0,706.0,,,
이자발생부채,2114.0,2039.0,1995.0,2056.0,2796.0,,,
영업이익률,1.08,0.31,1.45,2.01,2.19,,,
순이익률,0.93,0.95,1.62,4.68,2.43,,,
ROE(%),2.53,1.79,2.7,5.81,3.61,,,
ROA(%),1.03,0.98,1.49,3.86,1.99,,,
부채비율,112.67,112.47,95.35,90.62,105.75,,,
자본유보율,1861.44,1873.17,1894.66,1996.46,2054.72,,,
EPS(원),2434.0,1737.0,2633.0,5842.0,3772.0,,,
PER(배),15.41,20.79,13.95,6.35,10.05,,,
BPS(원),115145.0,115028.0,116997.0,121833.0,126563.0,,,
PBR(배),0.33,0.31,0.31,0.3,0.3,,,
현금DPS(원),1250.0,1250.0,1250.0,1500.0,1500.0,,,
현금배당수익률,3.33,3.46,3.4,4.04,3.96,,,
현금배당성향(%),43.23,60.59,39.95,21.61,33.47,,,
발행주식수(보통주),6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,,
