주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,2606.0,2753.0,2319.0,1955.0,2084.0,,,
영업이익,89.0,65.0,38.0,-3.0,3.0,,,
영업이익(발표기준),89.0,65.0,38.0,-3.0,3.0,,,
세전계속사업이익,111.0,87.0,28.0,-26.0,8.0,,,
당기순이익,87.0,69.0,23.0,-25.0,6.0,,,
당기순이익(지배),87.0,69.0,23.0,-25.0,6.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1738.0,1829.0,1598.0,1616.0,1568.0,,,
부채총계,515.0,566.0,335.0,388.0,336.0,,,
자본총계,1223.0,1263.0,1262.0,1228.0,1231.0,,,
자본총계(지배),1223.0,1263.0,1262.0,1228.0,1231.0,,,
자본총계(비지배),,,,,,,,
자본금,110.0,110.0,110.0,110.0,110.0,,,
영업활동현금흐름,70.0,22.0,176.0,257.0,-62.0,,,
투자활동현금흐름,-10.0,1.0,-46.0,-160.0,14.0,,,
재무활동현금흐름,-70.0,-49.0,-39.0,-18.0,,,,
CAPEX,30.0,10.0,6.0,144.0,35.0,,,
FCF,40.0,12.0,170.0,113.0,-96.0,,,
이자발생부채,64.0,35.0,14.0,3.0,0.0,,,
영업이익률,3.4,2.35,1.62,-0.14,0.14,,,
순이익률,3.35,2.51,1.0,-1.28,0.28,,,
ROE(%),7.36,5.56,1.83,-2.01,0.47,,,
ROA(%),5.0,3.88,1.35,-1.56,0.37,,,
부채비율,42.14,44.8,26.56,31.58,27.31,,,
자본유보율,1026.82,1063.02,1062.17,1031.23,1032.19,,,
EPS(원),3970.0,3144.0,1049.0,-1139.0,265.0,,,
PER(배),6.69,9.96,25.22,-18.97,81.92,,,
BPS(원),61758.0,63804.0,63763.0,62010.0,62191.0,,,
PBR(배),0.43,0.49,0.41,0.35,0.35,,,
현금DPS(원),1000.0,900.0,350.0,0.0,100.0,,,
현금배당수익률,3.77,2.88,1.32,0.0,0.46,,,
현금배당성향(%),22.67,25.76,30.04,0.0,33.98,,,
발행주식수(보통주),2200000.0,2200000.0,2200000.0,2200000.0,2200000.0,,,
