주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,606.0,761.0,765.0,1042.0,1374.0,,,
영업이익,24.0,25.0,40.0,81.0,9.0,,,
영업이익(발표기준),24.0,25.0,38.0,81.0,9.0,,,
세전계속사업이익,24.0,27.0,40.0,84.0,14.0,,,
당기순이익,20.0,23.0,35.0,71.0,16.0,,,
당기순이익(지배),20.0,23.0,35.0,71.0,16.0,,,
당기순이익(비지배),,,,,,,,
자산총계,566.0,676.0,683.0,917.0,917.0,,,
부채총계,73.0,172.0,146.0,252.0,405.0,,,
자본총계,494.0,503.0,536.0,665.0,512.0,,,
자본총계(지배),494.0,503.0,536.0,665.0,512.0,,,
자본총계(비지배),,,,,,,,
자본금,64.0,64.0,64.0,79.0,79.0,,,
영업활동현금흐름,2.0,44.0,49.0,93.0,88.0,,,
투자활동현금흐름,-37.0,-132.0,-17.0,-47.0,-93.0,,,
재무활동현금흐름,14.0,76.0,-28.0,-44.0,1.0,,,
CAPEX,29.0,132.0,23.0,44.0,117.0,,,
FCF,-27.0,-88.0,26.0,49.0,-30.0,,,
이자발생부채,15.0,98.0,72.0,113.0,282.0,,,
영업이익률,3.95,3.25,5.27,7.73,0.65,,,
순이익률,3.28,3.02,4.52,6.79,1.18,,,
ROE(%),4.09,4.61,6.66,11.79,2.75,,,
ROA(%),3.57,3.7,5.09,8.85,1.77,,,
부채비율,14.77,34.24,27.27,37.98,79.15,,,
자본유보율,720.38,747.25,795.38,745.1,613.74,,,
EPS(원),1556.0,1796.0,2703.0,5189.0,1089.0,,,
PER(배),21.85,18.93,15.13,11.22,53.47,,,
BPS(원),48283.0,50249.0,53571.0,44008.0,41612.0,,,
PBR(배),0.7,0.68,0.76,1.32,1.4,,,
현금DPS(원),200.0,200.0,200.0,200.0,200.0,,,
현금배당수익률,0.59,0.59,0.49,0.34,0.34,,,
현금배당성향(%),10.28,8.73,5.79,4.27,15.19,,,
발행주식수(보통주),1278323.0,1279883.0,1284613.0,1510074.0,1314953.0,,,
