주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,4142.0,4290.0,5120.0,5833.0,6847.0,7604.0,8378.0,9208.0
영업이익,198.0,135.0,242.0,458.0,478.0,536.0,607.0,650.0
영업이익(발표기준),198.0,135.0,242.0,458.0,478.0,,,
세전계속사업이익,155.0,110.0,223.0,489.0,366.0,526.0,587.0,630.0
당기순이익,111.0,94.0,168.0,375.0,270.0,400.0,450.0,480.0
당기순이익(지배),111.0,92.0,166.0,369.0,264.0,399.0,446.0,479.0
당기순이익(비지배),0.0,2.0,1.0,5.0,6.0,,,
자산총계,3548.0,4017.0,4021.0,4298.0,5037.0,5450.0,5830.0,6680.0
부채총계,1675.0,2116.0,1960.0,1910.0,2472.0,2540.0,2530.0,2960.0
자본총계,1873.0,1900.0,2061.0,2388.0,2565.0,2910.0,3300.0,3720.0
자본총계(지배),1854.0,1879.0,2039.0,2361.0,2565.0,2910.0,3300.0,3720.0
자본총계(비지배),19.0,21.0,22.0,27.0,,,,
자본금,127.0,127.0,127.0,127.0,127.0,130.0,130.0,130.0
영업활동현금흐름,209.0,-133.0,437.0,613.0,201.0,670.0,370.0,450.0
투자활동현금흐름,-674.0,-381.0,-72.0,-221.0,-402.0,-720.0,-280.0,-290.0
재무활동현금흐름,225.0,504.0,-380.0,-350.0,265.0,70.0,-60.0,-60.0
CAPEX,663.0,393.0,186.0,213.0,348.0,640.0,210.0,210.0
FCF,-454.0,-525.0,251.0,400.0,-147.0,,,
이자발생부채,484.0,1052.0,690.0,333.0,603.0,,,
영업이익률,4.78,3.14,4.73,7.86,6.98,7.05,7.25,7.06
순이익률,2.69,2.19,3.27,6.42,3.95,5.26,5.37,5.21
ROE(%),6.19,4.92,8.48,16.79,10.73,14.57,14.36,13.65
ROA(%),3.4,2.48,4.17,9.01,5.79,7.63,7.98,7.67
부채비율,89.44,111.38,95.11,79.99,96.37,87.29,76.67,79.57
자본유보율,1306.69,1315.9,1437.0,1701.55,1881.37,,,
EPS(원),873.0,721.0,1304.0,2898.0,2074.0,3132.0,3501.0,3760.0
PER(배),19.99,40.23,23.96,14.85,24.73,15.95,14.27,13.28
BPS(원),14683.0,14888.0,16150.0,18699.0,20319.0,23052.0,26141.0,29468.0
PBR(배),1.19,1.95,1.93,2.3,2.52,2.17,1.91,1.7
현금DPS(원),100.0,100.0,100.0,150.0,200.0,200.0,200.0,200.0
현금배당수익률,0.57,0.34,0.32,0.35,0.39,0.4,0.4,0.4
현금배당성향(%),11.35,13.75,7.6,5.13,9.55,0.06,0.06,0.05
발행주식수(보통주),12739510.0,12739510.0,12739510.0,12739510.0,12739510.0,,,
