주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2725.0,2347.0,2286.0,2069.0,2918.0,,,
영업이익,111.0,67.0,36.0,-81.0,-7.0,,,
영업이익(발표기준),111.0,67.0,36.0,-81.0,-7.0,,,
세전계속사업이익,117.0,73.0,31.0,-120.0,-77.0,,,
당기순이익,94.0,35.0,21.0,-124.0,-82.0,,,
당기순이익(지배),94.0,35.0,21.0,-124.0,-82.0,,,
당기순이익(비지배),0.0,0.0,0.0,0.0,0.0,,,
자산총계,2333.0,2378.0,2272.0,2467.0,2598.0,,,
부채총계,761.0,785.0,672.0,1002.0,1206.0,,,
자본총계,1572.0,1593.0,1600.0,1465.0,1392.0,,,
자본총계(지배),1572.0,1593.0,1600.0,1465.0,1391.0,,,
자본총계(비지배),0.0,0.0,0.0,0.0,0.0,,,
자본금,59.0,59.0,59.0,59.0,59.0,,,
영업활동현금흐름,60.0,8.0,161.0,-52.0,-158.0,,,
투자활동현금흐름,-163.0,-142.0,-59.0,-227.0,18.0,,,
재무활동현금흐름,256.0,124.0,-34.0,297.0,-2.0,,,
CAPEX,64.0,120.0,77.0,152.0,110.0,,,
FCF,-4.0,-111.0,84.0,-204.0,-268.0,,,
이자발생부채,112.0,242.0,221.0,533.0,527.0,,,
영업이익률,4.07,2.87,1.57,-3.89,-0.24,,,
순이익률,3.45,1.48,0.9,-5.99,-2.83,,,
ROE(%),6.67,2.2,1.29,-8.09,-5.77,,,
ROA(%),4.49,1.47,0.88,-5.23,-3.25,,,
부채비율,48.4,49.23,41.98,68.43,86.67,,,
자본유보율,2662.72,2701.31,2722.88,2499.76,2352.66,,,
EPS(원),966.0,294.0,174.0,-1048.0,-697.0,,,
PER(배),8.69,27.99,52.63,-6.22,-8.25,,,
BPS(원),13286.0,13469.0,13525.0,12382.0,11762.0,,,
PBR(배),0.63,0.61,0.68,0.53,0.49,,,
현금DPS(원),0.0,80.0,80.0,80.0,,,,
현금배당수익률,0.0,0.97,0.87,1.23,,,,
현금배당성향(%),0.0,27.18,46.01,-7.64,0.0,,,
발행주식수(보통주),11828858.0,11828858.0,11828858.0,11828858.0,11828858.0,,,
