주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,519.0,540.0,509.0,513.0,489.0,,,
영업이익,61.0,63.0,51.0,38.0,18.0,,,
영업이익(발표기준),61.0,63.0,51.0,38.0,18.0,,,
세전계속사업이익,52.0,77.0,68.0,48.0,20.0,,,
당기순이익,42.0,61.0,54.0,38.0,16.0,,,
당기순이익(지배),42.0,61.0,54.0,38.0,16.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1013.0,1131.0,1179.0,1131.0,1107.0,,,
부채총계,147.0,184.0,202.0,175.0,132.0,,,
자본총계,866.0,947.0,977.0,956.0,975.0,,,
자본총계(지배),866.0,947.0,977.0,956.0,975.0,,,
자본총계(비지배),,,,,,,,
자본금,58.0,58.0,58.0,58.0,58.0,,,
영업활동현금흐름,93.0,111.0,44.0,48.0,63.0,,,
투자활동현금흐름,-30.0,-121.0,-83.0,-14.0,-19.0,,,
재무활동현금흐름,-17.0,-27.0,23.0,-27.0,-47.0,,,
CAPEX,40.0,153.0,109.0,29.0,16.0,,,
FCF,53.0,-42.0,-66.0,19.0,48.0,,,
이자발생부채,20.0,10.0,50.0,40.0,10.0,,,
영업이익률,11.82,11.59,9.96,7.33,3.68,,,
순이익률,8.04,11.32,10.54,7.44,3.35,,,
ROE(%),5.09,6.74,5.58,3.95,1.7,,,
ROA(%),4.36,5.7,4.64,3.31,1.47,,,
부채비율,16.97,19.48,20.69,18.25,13.55,,,
자본유보율,1145.22,1213.09,1269.35,1300.22,1304.22,,,
EPS(원),359.0,526.0,463.0,329.0,141.0,,,
PER(배),15.36,10.52,13.9,15.94,32.31,,,
BPS(원),7464.0,8161.0,8424.0,8244.0,8401.0,,,
PBR(배),0.74,0.68,0.76,0.64,0.54,,,
현금DPS(원),150.0,150.0,150.0,150.0,150.0,,,
현금배당수익률,2.72,2.71,2.33,2.86,3.29,,,
현금배당성향(%),41.73,28.49,32.43,45.55,106.16,,,
발행주식수(보통주),11600000.0,11600000.0,11600000.0,11600000.0,11600000.0,,,
