주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,,,,2669.0,2983.0,,,
영업이익,,,,202.0,101.0,,,
영업이익(발표기준),,,,202.0,101.0,,,
세전계속사업이익,,,,285.0,86.0,,,
당기순이익,,,,245.0,58.0,,,
당기순이익(지배),,,,154.0,38.0,,,
당기순이익(비지배),,,,91.0,20.0,,,
자산총계,,,,6707.0,7408.0,,,
부채총계,,,,3241.0,3971.0,,,
자본총계,,,,3466.0,3437.0,,,
자본총계(지배),,,,2902.0,2888.0,,,
자본총계(비지배),,,,564.0,548.0,,,
자본금,,,,48.0,48.0,,,
영업활동현금흐름,,,,128.0,109.0,,,
투자활동현금흐름,,,,-656.0,-814.0,,,
재무활동현금흐름,,,,739.0,586.0,,,
CAPEX,,,,805.0,743.0,,,
FCF,,,,-677.0,-634.0,,,
이자발생부채,,,,2295.0,2890.0,,,
영업이익률,,,,7.55,3.4,,,
순이익률,,,,9.18,1.96,,,
ROE(%),,,,5.39,1.33,,,
ROA(%),,,,4.03,0.83,,,
부채비율,,,,93.48,115.56,,,
자본유보율,,,,6886.41,6885.67,,,
EPS(원),,,,1599.0,400.0,,,
PER(배),,,,23.39,82.19,,,
BPS(원),,,,30363.0,30218.0,,,
PBR(배),,,,1.23,1.09,,,
현금DPS(원),330.0,240.0,130.0,200.0,100.0,,,
현금배당수익률,0.64,0.53,0.19,0.53,0.3,,,
현금배당성향(%),20.27,16.91,15.53,12.45,24.86,,,
발행주식수(보통주),,,,,,,,
