주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2946.0,3351.0,3323.0,3100.0,3380.0,,,
영업이익,179.0,148.0,287.0,151.0,187.0,,,
영업이익(발표기준),179.0,116.0,287.0,151.0,187.0,,,
세전계속사업이익,131.0,108.0,269.0,190.0,185.0,,,
당기순이익,99.0,-99.0,81.0,132.0,139.0,,,
당기순이익(지배),100.0,6.0,82.0,132.0,140.0,,,
당기순이익(비지배),-2.0,-105.0,-1.0,,0.0,,,
자산총계,1767.0,1669.0,1430.0,1478.0,1544.0,,,
부채총계,985.0,1149.0,807.0,823.0,829.0,,,
자본총계,782.0,521.0,623.0,655.0,715.0,,,
자본총계(지배),708.0,601.0,623.0,655.0,713.0,,,
자본총계(비지배),74.0,-81.0,,,2.0,,,
자본금,163.0,163.0,163.0,163.0,163.0,,,
영업활동현금흐름,113.0,166.0,98.0,94.0,75.0,,,
투자활동현금흐름,-146.0,-108.0,-50.0,-42.0,-37.0,,,
재무활동현금흐름,46.0,-188.0,-92.0,-40.0,-75.0,,,
CAPEX,82.0,85.0,21.0,15.0,7.0,,,
FCF,31.0,81.0,76.0,79.0,68.0,,,
이자발생부채,343.0,272.0,185.0,198.0,191.0,,,
영업이익률,6.06,4.43,8.64,4.88,5.54,,,
순이익률,3.36,-2.96,2.44,4.26,4.13,,,
ROE(%),15.44,0.92,13.36,20.68,20.41,,,
ROA(%),5.76,-5.78,5.23,9.08,9.23,,,
부채비율,125.99,220.68,129.56,125.77,115.86,,,
자본유보율,336.97,270.4,285.41,302.34,342.15,,,
EPS(원),308.0,18.0,251.0,405.0,428.0,,,
PER(배),13.54,347.28,19.61,11.87,9.55,,,
BPS(원),2172.0,1844.0,1911.0,2008.0,2188.0,,,
PBR(배),1.92,3.47,2.57,2.4,1.87,,,
현금DPS(원),198.0,134.0,169.0,218.0,198.0,,,
현금배당수익률,4.75,2.09,3.43,4.53,4.84,,,
현금배당성향(%),64.27,727.11,67.36,53.81,46.25,,,
발행주식수(보통주),32600000.0,32600000.0,32600000.0,32600000.0,32600000.0,,,
