주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,23120.0,27585.0,32539.0,40226.0,46785.0,55523.0,63279.0,71727.0
영업이익,5241.0,7582.0,8302.0,11020.0,11792.0,10653.0,12852.0,15401.0
영업이익(발표기준),5241.0,7582.0,7622.0,11020.0,11792.0,,,
세전계속사업이익,4569.0,6588.0,8232.0,11318.0,11958.0,11876.0,13207.0,15760.0
당기순이익,18953.0,4518.0,5170.0,7591.0,7701.0,8289.0,9003.0,10762.0
당기순이익(지배),18975.0,4545.0,5187.0,7493.0,7729.0,8336.0,9053.0,10824.0
당기순이익(비지배),-22.0,-27.0,-18.0,98.0,-28.0,,,
자산총계,26977.0,33945.0,43859.0,63706.0,80193.0,91019.0,102511.0,116301.0
부채총계,12224.0,15970.0,21163.0,22410.0,27141.0,30448.0,33401.0,36764.0
자본총계,14753.0,17974.0,22696.0,41296.0,53052.0,60571.0,69110.0,79539.0
자본총계(지배),14713.0,17960.0,21245.0,35947.0,47623.0,54863.0,63268.0,73604.0
자본총계(비지배),40.0,14.0,1451.0,5348.0,5428.0,,,
자본금,165.0,165.0,165.0,165.0,165.0,163.0,163.0,163.0
영업활동현금흐름,6280.0,8366.0,8514.0,11640.0,9400.0,10503.0,11929.0,13111.0
투자활동현금흐름,-4234.0,-4362.0,-7859.0,-9417.0,-13103.0,-7534.0,-7431.0,-7683.0
재무활동현금흐름,-1621.0,-1119.0,59.0,6978.0,6362.0,122.0,189.0,451.0
CAPEX,3796.0,2713.0,1208.0,1538.0,4722.0,3161.0,3082.0,3148.0
FCF,2484.0,5653.0,7306.0,10102.0,4678.0,7042.0,8211.0,9677.0
이자발생부채,3517.0,4558.0,6677.0,3773.0,4156.0,,,
영업이익률,22.67,27.49,25.52,27.4,25.2,19.19,20.31,21.47
순이익률,81.98,16.38,15.89,18.87,16.46,14.93,14.23,15.0
ROE(%),112.69,27.82,26.46,26.2,18.5,16.27,15.33,15.82
ROA(%),67.39,14.83,13.29,14.11,10.7,9.68,9.3,9.84
부채비율,82.86,88.85,93.25,54.27,51.16,50.27,48.33,46.22
자본유보율,28450.96,16483.45,19430.81,30503.53,36789.46,,,
EPS(원),45425.0,13787.0,15737.0,22732.0,23447.0,25290.0,27465.0,32837.0
PER(배),15.94,51.64,41.81,34.09,37.1,29.73,27.38,22.9
BPS(원),49379.0,60950.0,72756.0,124786.0,162147.0,187653.0,216400.0,251751.0
PBR(배),14.66,11.68,9.04,6.21,5.37,4.01,3.48,2.99
현금DPS(원),734.0,782.0,1100.0,1131.0,1446.0,1494.0,1597.0,1762.0
현금배당수익률,0.1,0.11,0.17,0.15,0.17,0.2,0.21,0.23
현금배당성향(%),1.15,5.07,6.19,4.35,5.5,0.06,0.06,0.05
발행주식수(보통주),32962679.0,32962679.0,32962679.0,32962679.0,32962679.0,,,
