주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1831.0,1571.0,1803.0,1768.0,1631.0,,,
영업이익,201.0,202.0,234.0,143.0,84.0,,,
영업이익(발표기준),240.0,218.0,258.0,143.0,84.0,,,
세전계속사업이익,223.0,234.0,325.0,202.0,100.0,,,
당기순이익,166.0,160.0,240.0,150.0,57.0,,,
당기순이익(지배),153.0,144.0,219.0,150.0,57.0,,,
당기순이익(비지배),13.0,15.0,21.0,0.0,0.0,,,
자산총계,1623.0,1730.0,1858.0,2059.0,2051.0,,,
부채총계,328.0,351.0,323.0,373.0,351.0,,,
자본총계,1295.0,1379.0,1535.0,1687.0,1700.0,,,
자본총계(지배),1232.0,1307.0,1421.0,1588.0,1604.0,,,
자본총계(비지배),63.0,72.0,114.0,99.0,96.0,,,
자본금,78.0,78.0,78.0,78.0,78.0,,,
영업활동현금흐름,268.0,108.0,257.0,157.0,84.0,,,
투자활동현금흐름,-173.0,-16.0,-80.0,-155.0,2.0,,,
재무활동현금흐름,-67.0,-34.0,-35.0,-41.0,-36.0,,,
CAPEX,80.0,46.0,85.0,66.0,46.0,,,
FCF,188.0,62.0,171.0,91.0,38.0,,,
이자발생부채,34.0,33.0,,,,,,
영업이익률,10.97,12.86,12.97,8.1,5.16,,,
순이익률,9.05,10.16,13.3,8.49,3.48,,,
ROE(%),12.75,11.38,16.02,9.97,3.55,,,
ROA(%),10.33,9.52,13.37,7.67,2.76,,,
부채비율,25.33,25.47,21.03,22.09,20.63,,,
자본유보율,1651.77,1734.63,1971.07,2151.74,2209.95,,,
EPS(원),981.0,926.0,1401.0,961.0,363.0,,,
PER(배),11.11,7.53,4.68,6.28,13.51,,,
BPS(원),7897.0,8379.0,9108.0,10177.0,10282.0,,,
PBR(배),1.38,0.83,0.72,0.59,0.48,,,
현금DPS(원),200.0,200.0,200.0,200.0,130.0,,,
현금배당수익률,1.83,2.87,3.05,3.31,2.65,,,
현금배당성향(%),20.38,21.6,14.28,20.8,35.84,,,
발행주식수(보통주),15604898.0,15604898.0,15604898.0,15604898.0,15604898.0,,,
