주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,1247.0,1675.0,1360.0,1017.0,1124.0,,,
영업이익,57.0,24.0,-106.0,-71.0,-48.0,,,
영업이익(발표기준),57.0,24.0,-122.0,-71.0,-48.0,,,
세전계속사업이익,31.0,4.0,-63.0,-76.0,-75.0,,,
당기순이익,32.0,4.0,-64.0,-115.0,-92.0,,,
당기순이익(지배),32.0,4.0,-64.0,-115.0,-92.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1346.0,1293.0,979.0,936.0,1094.0,,,
부채총계,687.0,635.0,444.0,511.0,528.0,,,
자본총계,659.0,658.0,536.0,425.0,567.0,,,
자본총계(지배),659.0,658.0,536.0,425.0,567.0,,,
자본총계(비지배),,,,,,,,
자본금,487.0,487.0,487.0,487.0,646.0,,,
영업활동현금흐름,-12.0,6.0,138.0,-53.0,-28.0,,,
투자활동현금흐름,-12.0,-6.0,46.0,12.0,-261.0,,,
재무활동현금흐름,-14.0,-58.0,-148.0,5.0,367.0,,,
CAPEX,0.0,2.0,0.0,1.0,0.0,,,
FCF,-12.0,4.0,138.0,-54.0,-28.0,,,
이자발생부채,224.0,179.0,36.0,42.0,196.0,,,
영업이익률,4.58,1.42,-7.77,-6.95,-4.24,,,
순이익률,2.57,0.22,-4.71,-11.35,-8.22,,,
ROE(%),5.04,0.55,-10.74,-24.02,-18.64,,,
ROA(%),2.5,0.27,-5.64,-12.05,-9.1,,,
부채비율,104.22,96.57,82.84,120.13,93.2,,,
자본유보율,56.99,57.95,32.72,9.55,-9.02,,,
EPS(원),329.0,37.0,-658.0,-1184.0,-874.0,,,
PER(배),21.3,135.79,-6.63,-16.39,-8.59,,,
BPS(원),6767.0,6750.0,5494.0,4363.0,4387.0,,,
PBR(배),1.03,0.74,0.79,4.45,1.71,,,
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,0.0,0.0,0.0,,,,
발행주식수(보통주),9741326.0,9746620.0,9746620.0,9748164.0,12912721.0,,,
