주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,3138.0,3404.0,3177.0,3086.0,2854.0,,,
영업이익,-31.0,-38.0,32.0,13.0,-67.0,,,
영업이익(발표기준),-31.0,-38.0,32.0,13.0,-67.0,,,
세전계속사업이익,-44.0,-83.0,22.0,-43.0,-75.0,,,
당기순이익,-39.0,-67.0,15.0,-38.0,-65.0,,,
당기순이익(지배),-39.0,-67.0,15.0,-38.0,-65.0,,,
당기순이익(비지배),,,,,,,,
자산총계,2856.0,2900.0,2917.0,3020.0,3243.0,,,
부채총계,790.0,907.0,893.0,1022.0,1314.0,,,
자본총계,2066.0,1993.0,2024.0,1998.0,1928.0,,,
자본총계(지배),2066.0,1993.0,2024.0,1998.0,1928.0,,,
자본총계(비지배),,,,,,,,
자본금,1012.0,1012.0,1012.0,1012.0,1012.0,,,
영업활동현금흐름,-64.0,-39.0,137.0,-52.0,81.0,,,
투자활동현금흐름,47.0,-61.0,-129.0,-59.0,-178.0,,,
재무활동현금흐름,-18.0,101.0,13.0,105.0,68.0,,,
CAPEX,23.0,19.0,30.0,26.0,49.0,,,
FCF,-87.0,-58.0,106.0,-78.0,32.0,,,
이자발생부채,258.0,369.0,386.0,499.0,794.0,,,
영업이익률,-0.99,-1.13,1.0,0.43,-2.35,,,
순이익률,-1.25,-1.98,0.46,-1.23,-2.28,,,
ROE(%),-1.88,-3.32,0.73,-1.88,-3.32,,,
ROA(%),-1.36,-2.34,0.51,-1.27,-2.08,,,
부채비율,38.24,45.52,44.12,51.12,68.15,,,
자본유보율,104.06,97.03,98.62,94.49,88.31,,,
EPS(원),-19.0,-33.0,7.0,-19.0,-32.0,,,
PER(배),-32.18,-18.41,167.46,-61.24,-28.77,,,
BPS(원),1021.0,984.0,1000.0,987.0,953.0,,,
PBR(배),0.61,0.62,1.22,1.16,0.97,,,
현금DPS(원),0.0,0.0,0.0,,,,,
현금배당수익률,0.0,0.0,0.0,,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),202424960.0,202424960.0,202424960.0,202424960.0,202424960.0,,,
