주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,403.0,680.0,954.0,1365.0,2225.0,2366.0,2557.0,2613.0
영업이익,188.0,335.0,584.0,962.0,1668.0,1688.0,1846.0,1812.0
영업이익(발표기준),188.0,335.0,584.0,962.0,1668.0,,,
세전계속사업이익,178.0,313.0,569.0,960.0,1667.0,1683.0,1842.0,1810.0
당기순이익,137.0,238.0,422.0,732.0,1267.0,1250.0,1325.0,1373.0
당기순이익(지배),137.0,238.0,423.0,728.0,1255.0,1288.0,1435.0,1414.0
당기순이익(비지배),0.0,0.0,-1.0,4.0,12.0,,,
자산총계,2222.0,2854.0,3507.0,5676.0,7796.0,9026.0,10340.0,11499.0
부채총계,820.0,1048.0,1170.0,1506.0,2631.0,2826.0,3068.0,3138.0
자본총계,1401.0,1806.0,2337.0,4170.0,5165.0,6200.0,7272.0,8361.0
자본총계(지배),1401.0,1806.0,2308.0,4137.0,5120.0,6172.0,7243.0,8331.0
자본총계(비지배),,,29.0,32.0,44.0,,,
자본금,269.0,355.0,367.0,425.0,468.0,469.0,469.0,469.0
영업활동현금흐름,177.0,27.0,-2.0,-1043.0,-1183.0,,,
투자활동현금흐름,-157.0,-174.0,236.0,-425.0,708.0,,,
재무활동현금흐름,68.0,219.0,-63.0,1218.0,714.0,,,
CAPEX,7.0,5.0,5.0,2.0,4.0,,,
FCF,,,,,,,,
이자발생부채,435.0,509.0,388.0,511.0,1495.0,,,
영업이익률,46.59,49.32,61.2,70.48,74.97,71.34,72.2,69.37
순이익률,34.06,35.01,44.23,53.61,56.96,52.84,51.81,52.56
ROE(%),10.34,14.83,20.57,22.59,27.12,22.81,21.39,18.17
ROA(%),6.61,9.37,13.27,15.94,18.81,14.86,13.68,12.58
부채비율,58.54,58.02,50.05,36.12,50.95,45.58,42.2,37.53
자본유보율,420.05,408.69,536.05,881.12,1026.03,,,
EPS(원),211.0,364.0,490.0,761.0,1222.0,1254.0,1396.0,1377.0
PER(배),,,,9.94,6.05,4.32,3.87,3.93
BPS(원),2151.0,2104.0,2599.0,4027.0,5038.0,6095.0,7152.0,8227.0
PBR(배),0.0,0.0,0.0,1.88,1.47,0.89,0.76,0.66
현금DPS(원),0.0,0.0,145.0,165.0,182.0,300.0,325.0,350.0
현금배당수익률,,,,2.19,2.46,5.55,6.01,6.47
현금배당성향(%),0.0,0.0,22.07,23.35,14.72,0.24,0.23,0.25
발행주식수(보통주),65139483.0,85830015.0,88824702.0,102739889.0,102739889.0,,,
