주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,135328.0,167624.0,161325.0,166915.0,191660.0,210099.0,216331.0,221380.0
영업이익,7626.0,14911.0,14641.0,14454.0,13676.0,14414.0,15572.0,16378.0
영업이익(발표기준),7626.0,14911.0,14641.0,14450.0,13676.0,,,
세전계속사업이익,7824.0,10988.0,9267.0,11740.0,10813.0,11134.0,12861.0,13822.0
당기순이익,7094.0,7823.0,7392.0,8671.0,7275.0,8239.0,9394.0,10077.0
당기순이익(지배),6919.0,7648.0,7336.0,8502.0,7161.0,8065.0,9210.0,9892.0
당기순이익(비지배),175.0,175.0,55.0,170.0,114.0,,,
자산총계,295203.0,289338.0,319364.0,325408.0,333738.0,338567.0,343201.0,348503.0
부채총계,161556.0,151190.0,164164.0,160560.0,163383.0,162086.0,158616.0,155244.0
자본총계,133647.0,138148.0,155200.0,164848.0,170355.0,176958.0,185125.0,193976.0
자본총계(지배),131897.0,136239.0,152420.0,161762.0,167155.0,173740.0,181951.0,190850.0
자본총계(비지배),1750.0,1909.0,2780.0,3085.0,3200.0,,,
자본금,5827.0,5827.0,6672.0,6672.0,6672.0,6671.0,6671.0,6671.0
영업활동현금흐름,6440.0,19366.0,30759.0,29166.0,17198.0,20427.0,25819.0,25752.0
투자활동현금흐름,-19467.0,-11314.0,-22050.0,-19758.0,-12342.0,-14359.0,-14244.0,-13891.0
재무활동현금흐름,11438.0,-8754.0,-7462.0,-10169.0,-4503.0,-4256.0,-7253.0,-7566.0
CAPEX,26742.0,10538.0,22167.0,19757.0,12011.0,13522.0,13653.0,13220.0
FCF,-20302.0,8828.0,8592.0,9409.0,5187.0,6299.0,11632.0,11970.0
이자발생부채,129873.0,122496.0,129363.0,120718.0,115492.0,,,
영업이익률,5.63,8.9,9.08,8.66,7.13,6.86,7.2,7.4
순이익률,5.24,4.67,4.58,5.2,3.8,3.92,4.34,4.55
ROE(%),6.01,5.7,5.08,5.41,4.35,4.73,5.18,5.31
ROA(%),2.68,2.68,2.43,2.69,2.21,2.45,2.76,2.91
부채비율,120.88,109.44,105.78,97.4,95.91,91.6,85.68,80.03
자본유보율,1954.58,2069.77,2055.8,2183.46,2276.91,,,
EPS(원),8102.0,6562.0,5866.0,6371.0,5366.0,6043.0,6901.0,7413.0
PER(배),10.65,9.68,8.52,8.95,10.92,8.82,7.72,7.19
BPS(원),113796.0,117571.0,116920.0,123228.0,127336.0,132352.0,138608.0,145387.0
PBR(배),0.76,0.54,0.43,0.46,0.46,0.4,0.38,0.37
현금DPS(원),500.0,750.0,750.0,750.0,750.0,756.0,759.0,762.0
현금배당수익률,0.58,1.18,1.5,1.32,1.28,1.42,1.42,1.43
현금배당성향(%),8.37,11.36,13.33,11.58,13.75,0.13,0.11,0.1
발행주식수(보통주),116549784.0,116549784.0,133445785.0,133445785.0,133445785.0,,,
