주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,1442.0,1518.0,1457.0,1399.0,1511.0,,,
영업이익,131.0,108.0,137.0,160.0,136.0,,,
영업이익(발표기준),131.0,108.0,137.0,160.0,136.0,,,
세전계속사업이익,131.0,114.0,148.0,176.0,171.0,,,
당기순이익,105.0,89.0,118.0,137.0,136.0,,,
당기순이익(지배),105.0,89.0,118.0,137.0,136.0,,,
당기순이익(비지배),,,,,,,,
자산총계,821.0,909.0,964.0,982.0,957.0,,,
부채총계,207.0,211.0,136.0,99.0,123.0,,,
자본총계,614.0,698.0,828.0,884.0,833.0,,,
자본총계(지배),614.0,698.0,828.0,884.0,833.0,,,
자본총계(비지배),,,,,,,,
자본금,23.0,23.0,24.0,24.0,24.0,,,
영업활동현금흐름,142.0,126.0,147.0,122.0,144.0,,,
투자활동현금흐름,-53.0,-93.0,-82.0,-30.0,-45.0,,,
재무활동현금흐름,-41.0,-3.0,-16.0,-121.0,-156.0,,,
CAPEX,49.0,94.0,82.0,54.0,162.0,,,
FCF,93.0,32.0,65.0,68.0,-18.0,,,
이자발생부채,30.0,19.0,10.0,9.0,10.0,,,
영업이익률,9.09,7.09,9.38,11.46,8.98,,,
순이익률,7.27,5.88,8.07,9.82,8.99,,,
ROE(%),18.58,13.61,15.42,16.05,15.82,,,
ROA(%),13.45,10.32,12.56,14.11,14.01,,,
부채비율,33.71,30.29,16.41,11.17,14.79,,,
자본유보율,2541.39,2878.14,3339.17,3431.69,3810.29,,,
EPS(원),4526.0,3826.0,5015.0,5993.0,6204.0,,,
PER(배),7.34,9.33,8.93,11.6,9.48,,,
BPS(원),26331.0,29715.0,35341.0,39838.0,41557.0,,,
PBR(배),1.26,1.2,1.27,1.74,1.41,,,
현금DPS(원),0.0,400.0,1250.0,1000.0,1000.0,,,
현금배당수익률,0.0,1.12,2.79,1.44,1.7,,,
현금배당성향(%),0.0,10.45,24.9,16.15,14.77,,,
발행주식수(보통주),2332285.0,2347435.0,2343360.0,2217952.0,2185180.0,,,
