주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,628.0,628.0,617.0,675.0,670.0,,,
영업이익,14.0,24.0,26.0,25.0,26.0,,,
영업이익(발표기준),14.0,24.0,26.0,25.0,26.0,,,
세전계속사업이익,110.0,79.0,1310.0,50.0,46.0,,,
당기순이익,80.0,40.0,989.0,30.0,26.0,,,
당기순이익(지배),80.0,40.0,989.0,30.0,26.0,,,
당기순이익(비지배),,,,,,,,
자산총계,3727.0,3784.0,3670.0,3385.0,3475.0,,,
부채총계,499.0,497.0,487.0,184.0,246.0,,,
자본총계,3227.0,3287.0,3183.0,3201.0,3228.0,,,
자본총계(지배),3227.0,3287.0,3183.0,3201.0,3228.0,,,
자본총계(비지배),,,,,,,,
자본금,133.0,133.0,133.0,133.0,133.0,,,
영업활동현금흐름,51.0,42.0,60.0,-310.0,102.0,,,
투자활동현금흐름,-2.0,-49.0,-42.0,443.0,5.0,,,
재무활동현금흐름,-38.0,-3.0,-7.0,-10.0,-10.0,,,
CAPEX,11.0,9.0,28.0,28.0,18.0,,,
FCF,39.0,32.0,32.0,-338.0,83.0,,,
이자발생부채,,,,,,,,
영업이익률,2.18,3.87,4.19,3.64,3.86,,,
순이익률,12.67,6.42,160.1,4.47,3.92,,,
ROE(%),2.48,1.24,30.56,0.95,0.82,,,
ROA(%),2.1,1.07,26.52,0.86,0.77,,,
부채비율,15.47,15.12,15.29,5.75,7.63,,,
자본유보율,2297.33,2323.68,3060.41,3071.49,3082.16,,,
EPS(원),2991.0,1517.0,37163.0,1134.0,988.0,,,
PER(배),25.28,79.78,3.08,108.44,135.6,,,
BPS(원),240178.0,244598.0,236903.0,238211.0,240240.0,,,
PBR(배),0.31,0.49,0.48,0.52,0.56,,,
현금DPS(원),250.0,500.0,750.0,750.0,750.0,,,
현금배당수익률,0.33,0.41,0.66,0.61,0.56,,,
현금배당성향(%),4.22,16.65,1.02,33.4,38.34,,,
발행주식수(보통주),2660000.0,2660000.0,2660000.0,2660000.0,2660000.0,,,
