주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,24416.0,24923.0,25640.0,29475.0,38714.0,50842.0,57630.0,62921.0
영업이익,3064.0,2734.0,2621.0,2514.0,3457.0,4298.0,4691.0,5303.0
영업이익(발표기준),3064.0,2734.0,2621.0,2514.0,3457.0,,,
세전계속사업이익,2667.0,2500.0,5834.0,4154.0,2914.0,3996.0,4435.0,5092.0
당기순이익,1947.0,1861.0,4332.0,3234.0,2136.0,3060.0,3326.0,3820.0
당기순이익(지배),1576.0,1566.0,4021.0,2271.0,1823.0,2712.0,2957.0,3320.0
당기순이익(비지배),370.0,294.0,311.0,962.0,313.0,,,
자산총계,75000.0,79314.0,79182.0,99545.0,101517.0,108643.0,112288.0,117225.0
부채총계,41561.0,43624.0,38573.0,52616.0,52322.0,56711.0,57000.0,58083.0
자본총계,33439.0,35691.0,40609.0,46929.0,49195.0,51933.0,55288.0,59142.0
자본총계(지배),24103.0,26157.0,30233.0,32341.0,34218.0,36597.0,39537.0,42871.0
자본총계(비지배),9336.0,9533.0,10376.0,14588.0,14978.0,,,
자본금,492.0,492.0,492.0,492.0,492.0,491.0,491.0,491.0
영업활동현금흐름,2740.0,3787.0,2786.0,3594.0,3574.0,7136.0,6337.0,6948.0
투자활동현금흐름,-5758.0,-5139.0,-1508.0,-8956.0,-2646.0,-5248.0,-3437.0,-3256.0
재무활동현금흐름,2802.0,1855.0,-1520.0,5703.0,44.0,63.0,-1417.0,-953.0
CAPEX,3938.0,4164.0,6199.0,7926.0,3956.0,3681.0,3191.0,2987.0
FCF,-1198.0,-377.0,-3413.0,-4332.0,-382.0,4443.0,3399.0,4406.0
이자발생부채,23915.0,24369.0,19184.0,26529.0,26616.0,,,
영업이익률,12.55,10.97,10.22,8.53,8.93,8.45,8.14,8.43
순이익률,7.97,7.46,16.89,10.97,5.52,6.02,5.77,6.07
ROE(%),6.83,6.23,14.26,7.26,5.48,7.66,7.77,8.06
ROA(%),2.69,2.41,5.47,3.62,2.13,2.91,3.01,3.33
부채비율,124.29,122.23,94.99,112.12,106.36,109.2,103.1,98.21
자본유보율,3578.59,3896.9,4670.01,5078.38,5374.13,,,
EPS(원),16010.0,15908.0,40843.0,23071.0,18513.0,27544.0,30030.0,33721.0
PER(배),15.77,11.38,5.63,7.63,16.2,11.78,10.81,9.62
BPS(원),245034.0,265924.0,307358.0,328792.0,347867.0,372060.0,401950.0,435843.0
PBR(배),1.03,0.68,0.75,0.54,0.86,0.87,0.81,0.74
현금DPS(원),1000.0,1150.0,1250.0,1250.0,1250.0,1178.0,1184.0,1180.0
현금배당수익률,0.4,0.64,0.54,0.71,0.42,0.36,0.36,0.36
현금배당성향(%),6.24,7.22,3.06,5.41,6.75,0.04,0.04,0.03
발행주식수(보통주),9845181.0,9845181.0,9845181.0,9845181.0,9845181.0,,,
