주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1772.0,1698.0,1721.0,2008.0,2114.0,2180.0,,
영업이익,132.0,112.0,178.0,276.0,237.0,200.0,,
영업이익(발표기준),132.0,112.0,178.0,276.0,237.0,,,
세전계속사업이익,98.0,-29.0,225.0,293.0,146.0,,,
당기순이익,77.0,-26.0,154.0,216.0,87.0,,,
당기순이익(지배),77.0,-26.0,154.0,219.0,90.0,160.0,,
당기순이익(비지배),0.0,0.0,0.0,-2.0,-3.0,,,
자산총계,1526.0,1630.0,1706.0,1868.0,1918.0,,,
부채총계,571.0,710.0,670.0,637.0,668.0,,,
자본총계,954.0,920.0,1036.0,1231.0,1250.0,,,
자본총계(지배),954.0,920.0,1036.0,1221.0,1250.0,,,
자본총계(비지배),0.0,0.0,0.0,9.0,0.0,,,
자본금,140.0,140.0,140.0,140.0,140.0,,,
영업활동현금흐름,63.0,194.0,42.0,220.0,212.0,,,
투자활동현금흐름,-24.0,-104.0,-21.0,-70.0,-51.0,,,
재무활동현금흐름,-64.0,-18.0,-7.0,-138.0,-23.0,,,
CAPEX,30.0,30.0,22.0,74.0,32.0,,,
FCF,33.0,164.0,20.0,146.0,180.0,,,
이자발생부채,380.0,387.0,405.0,287.0,306.0,,,
영업이익률,7.45,6.58,10.35,13.76,11.2,9.17,,
순이익률,4.37,-1.51,8.97,10.76,4.13,,,
ROE(%),8.43,-2.74,15.78,19.37,7.27,,,
ROA(%),5.01,-1.63,9.25,12.09,4.61,,,
부채비율,59.85,77.12,64.68,51.78,53.43,,,
자본유보율,609.1,576.37,668.63,812.55,858.45,,,
EPS(원),320.0,-106.0,638.0,903.0,371.0,661.0,,
PER(배),20.71,-42.68,7.41,10.49,18.69,9.12,,
BPS(원),3944.0,3802.0,4327.0,5169.0,5286.0,,,
PBR(배),1.68,1.19,1.09,1.83,1.31,,,
현금DPS(원),80.0,60.0,60.0,90.0,100.0,,,
현금배당수익률,1.21,1.32,1.27,0.95,1.44,,,
현금배당성향(%),25.03,-56.53,9.32,9.73,26.32,,,
발행주식수(보통주),24200000.0,24200000.0,24200000.0,24200000.0,24200000.0,,,
