주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,4686.0,3261.0,2673.0,2985.0,4456.0,,,
영업이익,554.0,258.0,242.0,193.0,279.0,,,
영업이익(발표기준),554.0,258.0,242.0,193.0,279.0,,,
세전계속사업이익,575.0,298.0,265.0,197.0,300.0,,,
당기순이익,433.0,225.0,208.0,149.0,249.0,,,
당기순이익(지배),429.0,220.0,199.0,145.0,237.0,,,
당기순이익(비지배),4.0,5.0,9.0,5.0,12.0,,,
자산총계,3571.0,3596.0,3993.0,4268.0,4608.0,,,
부채총계,1171.0,1002.0,1244.0,1421.0,1772.0,,,
자본총계,2400.0,2594.0,2749.0,2847.0,2836.0,,,
자본총계(지배),2306.0,2493.0,2653.0,2747.0,2836.0,,,
자본총계(비지배),94.0,101.0,96.0,100.0,0.0,,,
자본금,90.0,90.0,90.0,90.0,90.0,,,
영업활동현금흐름,508.0,434.0,495.0,504.0,384.0,,,
투자활동현금흐름,-232.0,-422.0,-361.0,-568.0,-790.0,,,
재무활동현금흐름,-64.0,-31.0,-96.0,54.0,552.0,,,
CAPEX,358.0,203.0,300.0,617.0,768.0,,,
FCF,150.0,231.0,196.0,-114.0,-384.0,,,
이자발생부채,293.0,383.0,368.0,496.0,1138.0,,,
영업이익률,11.83,7.9,9.05,6.48,6.26,,,
순이익률,9.25,6.9,7.78,5.0,5.59,,,
ROE(%),20.31,9.15,7.72,5.36,8.48,,,
ROA(%),12.92,6.28,5.48,3.61,5.61,,,
부채비율,48.77,38.65,45.24,49.92,62.46,,,
자본유보율,2601.89,2799.31,2931.64,3043.5,3190.93,,,
EPS(원),2401.0,1226.0,1110.0,808.0,1322.0,,,
PER(배),8.66,10.07,13.74,21.1,20.16,,,
BPS(원),14000.0,15135.0,16108.0,16325.0,16853.0,,,
PBR(배),1.49,0.82,0.95,1.04,1.58,,,
현금DPS(원),350.0,400.0,400.0,400.0,450.0,,,
현금배당수익률,1.68,3.24,2.62,2.35,1.69,,,
현금배당성향(%),13.42,30.01,33.16,46.55,32.0,,,
발행주식수(보통주),17900000.0,17900000.0,17900000.0,17900000.0,17900000.0,,,
