주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,8882.0,9753.0,10478.0,11979.0,12879.0,13570.0,14541.0,15502.0
영업이익,788.0,970.0,917.0,785.0,903.0,745.0,925.0,993.0
영업이익(발표기준),788.0,970.0,917.0,785.0,903.0,,,
세전계속사업이익,910.0,1167.0,1289.0,795.0,722.0,745.0,881.0,941.0
당기순이익,720.0,868.0,957.0,652.0,567.0,573.0,685.0,730.0
당기순이익(지배),701.0,839.0,950.0,630.0,532.0,535.0,645.0,691.0
당기순이익(비지배),20.0,28.0,7.0,22.0,35.0,,,
자산총계,11043.0,13304.0,14151.0,15506.0,17036.0,17779.0,18596.0,19589.0
부채총계,2649.0,4097.0,4174.0,4916.0,5949.0,6247.0,6473.0,6824.0
자본총계,8394.0,9206.0,9977.0,10590.0,11087.0,11533.0,12122.0,12762.0
자본총계(지배),8231.0,8927.0,9568.0,9931.0,10402.0,10769.0,11346.0,11982.0
자본총계(비지배),163.0,280.0,409.0,659.0,685.0,,,
자본금,584.0,584.0,584.0,584.0,584.0,582.0,582.0,582.0
영업활동현금흐름,297.0,568.0,452.0,-17.0,579.0,741.0,857.0,888.0
투자활동현금흐름,-704.0,-1634.0,78.0,-1111.0,148.0,-705.0,-654.0,-583.0
재무활동현금흐름,460.0,1094.0,-276.0,1106.0,482.0,44.0,-98.0,58.0
CAPEX,836.0,585.0,1212.0,807.0,295.0,669.0,592.0,479.0
FCF,-539.0,-17.0,-759.0,-824.0,284.0,-16.0,247.0,352.0
이자발생부채,483.0,1605.0,1327.0,2488.0,3130.0,,,
영업이익률,8.87,9.94,8.75,6.55,7.01,5.49,6.36,6.41
순이익률,8.11,8.9,9.13,5.44,4.4,4.22,4.71,4.71
ROE(%),9.37,9.79,10.27,6.46,5.24,5.05,5.83,5.93
ROA(%),7.0,7.13,6.97,4.39,3.48,3.29,3.77,3.82
부채비율,31.55,44.51,41.84,46.42,53.65,54.17,53.4,53.48
자본유보율,1300.19,1420.34,1551.82,1645.95,1714.5,,,
EPS(원),6177.0,7183.0,8126.0,5388.0,4556.0,4578.0,5519.0,5915.0
PER(배),20.15,19.07,22.52,29.14,49.6,42.81,35.51,33.14
BPS(원),71183.0,77199.0,82746.0,87011.0,91141.0,94360.0,99413.0,104988.0
PBR(배),1.75,1.77,2.21,1.8,2.48,2.08,1.97,1.87
현금DPS(원),1250.0,1250.0,1750.0,1250.0,1250.0,1221.0,1326.0,1376.0
현금배당수익률,1.0,0.91,0.96,0.8,0.55,0.62,0.68,0.7
현금배당성향(%),20.63,17.22,21.31,22.66,26.79,0.27,0.24,0.23
발행주식수(보통주),11686538.0,11686538.0,11686538.0,11686538.0,11686538.0,,,
