주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,1476.0,1323.0,1152.0,1299.0,1560.0,,,
영업이익,31.0,30.0,11.0,54.0,65.0,,,
영업이익(발표기준),31.0,30.0,11.0,54.0,65.0,,,
세전계속사업이익,58.0,40.0,71.0,94.0,113.0,,,
당기순이익,47.0,27.0,57.0,74.0,101.0,,,
당기순이익(지배),47.0,27.0,57.0,74.0,101.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1198.0,1126.0,1042.0,1165.0,1577.0,,,
부채총계,359.0,291.0,197.0,250.0,559.0,,,
자본총계,839.0,835.0,845.0,915.0,1018.0,,,
자본총계(지배),839.0,835.0,845.0,915.0,1018.0,,,
자본총계(비지배),,,,,,,,
자본금,103.0,103.0,103.0,103.0,103.0,,,
영업활동현금흐름,41.0,116.0,59.0,85.0,-27.0,,,
투자활동현금흐름,44.0,12.0,32.0,23.0,-413.0,,,
재무활동현금흐름,-80.0,-122.0,-54.0,-15.0,306.0,,,
CAPEX,3.0,2.0,6.0,1.0,3.0,,,
FCF,37.0,115.0,53.0,84.0,-30.0,,,
이자발생부채,208.0,102.0,62.0,61.0,362.0,,,
영업이익률,2.1,2.28,0.93,4.19,4.15,,,
순이익률,3.17,2.06,4.98,5.71,6.49,,,
ROE(%),5.66,3.26,6.82,8.42,10.48,,,
ROA(%),3.81,2.35,5.29,6.72,7.39,,,
부채비율,42.84,34.86,23.27,27.27,54.96,,,
자본유보율,686.38,703.55,750.02,813.47,906.51,,,
EPS(원),228.0,133.0,280.0,362.0,494.0,,,
PER(배),8.13,14.07,8.96,7.56,5.74,,,
BPS(원),4321.0,4303.0,4652.0,5035.0,5600.0,,,
PBR(배),0.43,0.44,0.54,0.54,0.51,,,
현금DPS(원),50.0,50.0,50.0,50.0,50.0,,,
현금배당수익률,2.7,2.67,2.0,1.83,1.76,,,
현금배당성향(%),20.73,35.53,15.85,12.26,8.97,,,
발행주식수(보통주),20503505.0,20503505.0,20503505.0,20503505.0,20503505.0,,,
