주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1795.0,1821.0,1870.0,1830.0,1784.0,,,
영업이익,323.0,359.0,355.0,369.0,362.0,,,
영업이익(발표기준),323.0,359.0,355.0,369.0,362.0,,,
세전계속사업이익,289.0,333.0,338.0,363.0,382.0,,,
당기순이익,216.0,252.0,257.0,271.0,289.0,,,
당기순이익(지배),216.0,252.0,257.0,271.0,289.0,,,
당기순이익(비지배),,,,,,,,
자산총계,5109.0,5126.0,5279.0,5534.0,5626.0,,,
부채총계,2236.0,2016.0,1915.0,1909.0,1728.0,,,
자본총계,2874.0,3110.0,3364.0,3625.0,3898.0,,,
자본총계(지배),2874.0,3110.0,3364.0,3625.0,3898.0,,,
자본총계(비지배),,,,,,,,
자본금,410.0,410.0,410.0,410.0,410.0,,,
영업활동현금흐름,416.0,341.0,286.0,493.0,314.0,,,
투자활동현금흐름,-69.0,21.0,-89.0,-77.0,-89.0,,,
재무활동현금흐름,-175.0,-226.0,-69.0,-198.0,-164.0,,,
CAPEX,67.0,34.0,24.0,38.0,14.0,,,
FCF,348.0,307.0,262.0,454.0,300.0,,,
이자발생부채,1190.0,975.0,917.0,731.0,578.0,,,
영업이익률,18.01,19.7,18.96,20.16,20.29,,,
순이익률,12.01,13.82,13.76,14.8,16.17,,,
ROE(%),7.79,8.42,7.95,7.75,7.67,,,
ROA(%),4.25,4.92,4.95,5.01,5.17,,,
부채비율,77.81,64.81,56.94,52.66,44.32,,,
자본유보율,615.59,673.22,735.0,798.57,865.22,,,
EPS(원),525.0,614.0,627.0,660.0,703.0,,,
PER(배),9.14,9.78,9.2,7.97,7.0,,,
BPS(원),7609.0,8236.0,8907.0,9598.0,10322.0,,,
PBR(배),0.63,0.73,0.65,0.55,0.48,,,
현금DPS(원),30.0,30.0,30.0,30.0,50.0,,,
현금배당수익률,0.63,0.5,0.52,0.57,1.02,,,
현금배당성향(%),5.26,4.5,4.4,4.18,6.54,,,
발행주식수(보통주),41040895.0,41040895.0,41040895.0,41040895.0,41040895.0,,,
