주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1242.0,1318.0,1746.0,1889.0,2640.0,2763.0,2908.0,3067.0
영업이익,72.0,74.0,122.0,132.0,148.0,148.0,162.0,181.0
영업이익(발표기준),72.0,74.0,122.0,132.0,148.0,,,
세전계속사업이익,-10.0,82.0,177.0,226.0,291.0,487.0,334.0,360.0
당기순이익,-11.0,62.0,141.0,189.0,238.0,399.0,266.0,287.0
당기순이익(지배),-11.0,62.0,141.0,189.0,238.0,399.0,266.0,287.0
당기순이익(비지배),0.0,0.0,0.0,,,,,
자산총계,1288.0,1325.0,2183.0,2400.0,2759.0,2935.0,3186.0,3468.0
부채총계,688.0,690.0,588.0,642.0,792.0,742.0,777.0,821.0
자본총계,601.0,635.0,1595.0,1758.0,1968.0,2193.0,2409.0,2647.0
자본총계(지배),601.0,635.0,1595.0,1758.0,1968.0,2193.0,2409.0,2647.0
자본총계(비지배),0.0,0.0,0.0,,,,,
자본금,28.0,28.0,41.0,41.0,82.0,82.0,82.0,82.0
영업활동현금흐름,29.0,39.0,78.0,72.0,62.0,175.0,235.0,273.0
투자활동현금흐름,-5.0,2.0,-650.0,-13.0,57.0,-159.0,-141.0,-170.0
재무활동현금흐름,-25.0,-13.0,646.0,-51.0,-25.0,-41.0,-49.0,-49.0
CAPEX,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0
FCF,27.0,38.0,77.0,70.0,61.0,160.0,209.0,248.0
이자발생부채,197.0,195.0,30.0,,,,,
영업이익률,5.79,5.61,6.98,6.97,5.6,5.36,5.57,5.9
순이익률,-0.86,4.72,8.08,9.98,9.0,14.44,9.15,9.36
ROE(%),-1.77,10.07,12.65,11.25,12.75,19.18,11.56,11.35
ROA(%),-0.82,4.76,8.04,8.23,9.21,14.02,8.69,8.63
부채비율,114.51,108.75,36.88,36.52,40.23,33.83,32.25,31.02
자본유보율,2224.82,2379.16,3924.28,4323.12,2373.51,,,
EPS(원),-96.0,557.0,1110.0,1146.0,1443.0,2424.0,1616.0,1744.0
PER(배),,,16.55,13.11,10.11,5.42,8.14,7.54
BPS(원),5382.0,5688.0,9690.0,10682.0,11953.0,13323.0,14635.0,16081.0
PBR(배),0.0,0.0,1.9,1.41,1.22,0.99,0.9,0.82
현금DPS(원),100.0,100.0,125.0,150.0,250.0,300.0,300.0,300.0
현금배당수익률,,,0.68,1.0,1.71,2.28,2.28,2.28
현금배당성향(%),-104.63,17.95,14.58,13.09,17.32,0.12,0.19,0.17
발행주식수(보통주),11159460.0,11159460.0,16460000.0,16460000.0,16460000.0,,,
