주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,225.0,169.0,172.0,505.0,1120.0,,,
영업이익,22.0,19.0,-34.0,8.0,45.0,,,
영업이익(발표기준),22.0,18.0,-34.0,8.0,45.0,,,
세전계속사업이익,10.0,17.0,-30.0,80.0,51.0,,,
당기순이익,9.0,19.0,-6.0,43.0,44.0,,,
당기순이익(지배),9.0,20.0,8.0,42.0,14.0,,,
당기순이익(비지배),,-2.0,-15.0,1.0,30.0,,,
자산총계,377.0,440.0,676.0,823.0,1039.0,,,
부채총계,154.0,197.0,336.0,436.0,629.0,,,
자본총계,223.0,244.0,340.0,387.0,410.0,,,
자본총계(지배),223.0,245.0,354.0,396.0,388.0,,,
자본총계(비지배),,-1.0,-15.0,-9.0,21.0,,,
자본금,172.0,172.0,172.0,172.0,172.0,,,
영업활동현금흐름,-47.0,-21.0,-108.0,111.0,98.0,,,
투자활동현금흐름,38.0,14.0,-25.0,-29.0,-131.0,,,
재무활동현금흐름,48.0,49.0,269.0,-128.0,188.0,,,
CAPEX,10.0,0.0,3.0,3.0,69.0,,,
FCF,-57.0,-21.0,-111.0,108.0,29.0,,,
이자발생부채,64.0,117.0,274.0,157.0,347.0,,,
영업이익률,9.55,11.05,-19.51,1.59,4.06,,,
순이익률,3.87,11.06,-3.7,8.62,3.95,,,
ROE(%),3.99,8.7,2.74,11.27,3.63,,,
ROA(%),2.4,4.56,-1.14,5.8,4.75,,,
부채비율,69.05,80.7,98.96,112.69,153.59,,,
자본유보율,50.6,61.54,107.68,128.58,133.03,,,
EPS(원),25.0,59.0,24.0,123.0,41.0,,,
PER(배),16.92,20.57,216.75,48.25,41.34,,,
BPS(원),771.0,846.0,1083.0,1209.0,1186.0,,,
PBR(배),0.56,1.44,4.77,4.9,1.44,,,
현금DPS(원),0.0,15.0,16.0,21.0,,,,
현금배당수익률,0.0,1.23,0.31,0.35,,,,
현금배당성향(%),0.0,21.32,63.84,16.26,0.0,,,
발행주식수(보통주),34458589.0,34458589.0,34458589.0,34458589.0,34458589.0,,,
