주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,4624.0,3894.0,3749.0,3847.0,3553.0,,,
영업이익,88.0,26.0,6.0,51.0,23.0,,,
영업이익(발표기준),88.0,57.0,6.0,51.0,23.0,,,
세전계속사업이익,-5.0,7.0,11.0,49.0,39.0,,,
당기순이익,-27.0,10.0,562.0,36.0,29.0,,,
당기순이익(지배),-27.0,10.0,562.0,36.0,29.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1859.0,1787.0,902.0,979.0,919.0,,,
부채총계,790.0,714.0,498.0,539.0,447.0,,,
자본총계,1069.0,1073.0,404.0,440.0,472.0,,,
자본총계(지배),1069.0,1073.0,404.0,440.0,472.0,,,
자본총계(비지배),,,,,,,,
자본금,246.0,246.0,88.0,88.0,88.0,,,
영업활동현금흐름,195.0,126.0,-13.0,37.0,16.0,,,
투자활동현금흐름,36.0,61.0,-152.0,-30.0,-13.0,,,
재무활동현금흐름,-202.0,-109.0,-14.0,-3.0,-3.0,,,
CAPEX,38.0,45.0,13.0,42.0,16.0,,,
FCF,157.0,81.0,-26.0,-5.0,0.0,,,
이자발생부채,103.0,3.0,,,,,,
영업이익률,1.89,0.67,0.17,1.31,0.65,,,
순이익률,-0.58,0.26,15.0,0.95,0.81,,,
ROE(%),-2.51,0.96,76.12,8.61,6.3,,,
ROA(%),-1.37,0.56,41.83,3.86,3.03,,,
부채비율,73.97,66.52,123.11,122.33,94.66,,,
자본유보율,292.46,291.57,1152.59,1191.57,1228.64,,,
EPS(원),-56.0,21.0,1751.0,221.0,174.0,,,
PER(배),-39.94,92.74,1.96,12.58,11.76,,,
BPS(원),2227.0,2236.0,2454.0,2673.0,2865.0,,,
PBR(배),1.0,0.89,1.4,1.04,0.72,,,
현금DPS(원),20.0,20.0,20.0,20.0,30.0,,,
현금배당수익률,0.9,1.01,0.58,0.72,1.46,,,
현금배당성향(%),-36.0,93.43,0.59,9.06,17.21,,,
발행주식수(보통주),47983752.0,48003452.0,16477425.0,16477425.0,16477425.0,,,
