주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,877.0,909.0,1096.0,1084.0,1237.0,,,
영업이익,69.0,77.0,142.0,64.0,115.0,,,
영업이익(발표기준),69.0,77.0,142.0,64.0,115.0,,,
세전계속사업이익,44.0,67.0,132.0,59.0,98.0,,,
당기순이익,33.0,38.0,108.0,47.0,74.0,,,
당기순이익(지배),33.0,38.0,108.0,47.0,76.0,,,
당기순이익(비지배),,,,,-2.0,,,
자산총계,1338.0,1390.0,1410.0,1465.0,1569.0,,,
부채총계,642.0,687.0,604.0,617.0,589.0,,,
자본총계,696.0,702.0,807.0,848.0,981.0,,,
자본총계(지배),696.0,702.0,807.0,848.0,966.0,,,
자본총계(비지배),,,,,14.0,,,
자본금,113.0,113.0,113.0,113.0,113.0,,,
영업활동현금흐름,102.0,123.0,88.0,118.0,146.0,,,
투자활동현금흐름,-19.0,-49.0,-42.0,-35.0,-242.0,,,
재무활동현금흐름,-27.0,-35.0,-87.0,-1.0,-26.0,,,
CAPEX,27.0,53.0,39.0,39.0,103.0,,,
FCF,75.0,71.0,48.0,78.0,43.0,,,
이자발생부채,404.0,355.0,273.0,287.0,215.0,,,
영업이익률,7.9,8.43,13.0,5.9,9.29,,,
순이익률,3.79,4.21,9.81,4.3,5.95,,,
ROE(%),4.82,5.47,14.25,5.63,8.37,,,
ROA(%),2.48,2.8,7.68,3.24,4.85,,,
부채비율,92.17,97.86,74.84,72.71,60.04,,,
자본유보율,690.96,696.33,787.8,824.85,932.51,,,
EPS(원),295.0,339.0,953.0,413.0,673.0,,,
PER(배),24.68,22.04,9.0,21.57,30.44,,,
BPS(원),6177.0,6231.0,7155.0,7523.0,8571.0,,,
PBR(배),1.18,1.2,1.2,1.18,2.39,,,
현금DPS(원),100.0,100.0,150.0,100.0,250.0,,,
현금배당수익률,1.38,1.34,1.75,1.12,1.22,,,
현금배당성향(%),33.93,29.49,15.73,24.2,37.1,,,
발행주식수(보통주),11277975.0,11277975.0,11277975.0,11277975.0,11277975.0,,,
