주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2772.0,2731.0,2721.0,2976.0,3148.0,,,
영업이익,387.0,425.0,356.0,665.0,736.0,,,
영업이익(발표기준),387.0,425.0,356.0,665.0,736.0,,,
세전계속사업이익,402.0,526.0,415.0,684.0,763.0,,,
당기순이익,350.0,449.0,360.0,612.0,677.0,,,
당기순이익(지배),352.0,443.0,356.0,609.0,670.0,,,
당기순이익(비지배),-2.0,6.0,4.0,3.0,7.0,,,
자산총계,6311.0,6770.0,6985.0,7627.0,8185.0,,,
부채총계,1089.0,1198.0,1118.0,1193.0,1353.0,,,
자본총계,5222.0,5573.0,5868.0,6434.0,6832.0,,,
자본총계(지배),5126.0,5470.0,5760.0,6333.0,6724.0,,,
자본총계(비지배),96.0,102.0,108.0,101.0,107.0,,,
자본금,452.0,452.0,452.0,452.0,452.0,,,
영업활동현금흐름,233.0,126.0,71.0,204.0,220.0,,,
투자활동현금흐름,-833.0,-48.0,-152.0,-39.0,-287.0,,,
재무활동현금흐름,10.0,25.0,-29.0,-3.0,41.0,,,
CAPEX,149.0,138.0,138.0,76.0,187.0,,,
FCF,83.0,-12.0,-68.0,128.0,34.0,,,
이자발생부채,381.0,406.0,396.0,394.0,430.0,,,
영업이익률,13.98,15.56,13.08,22.35,23.39,,,
순이익률,12.63,16.45,13.25,20.55,21.51,,,
ROE(%),7.0,8.36,6.34,10.07,10.27,,,
ROA(%),5.68,6.87,5.24,8.37,8.56,,,
부채비율,20.86,21.5,19.05,18.54,19.8,,,
자본유보율,1162.32,1233.4,1290.81,1412.8,1517.84,,,
EPS(원),4488.0,5654.0,4544.0,7769.0,8555.0,,,
PER(배),6.55,7.58,9.13,6.24,6.14,,,
BPS(원),78958.0,84266.0,88729.0,97549.0,103582.0,,,
PBR(배),0.37,0.51,0.47,0.5,0.51,,,
현금DPS(원),1000.0,1200.0,1200.0,1400.0,1800.0,,,
현금배당수익률,3.4,2.8,2.89,2.89,3.43,,,
현금배당성향(%),18.46,17.58,21.88,14.93,17.43,,,
발행주식수(보통주),7835167.0,7835167.0,7835167.0,7835167.0,7835167.0,,,
