주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,51969.0,76423.0,101894.0,123516.0,135021.0,,,
영업이익,2001.0,2726.0,6168.0,6884.0,10037.0,,,
영업이익(발표기준),2001.0,2726.0,6168.0,6884.0,10037.0,,,
세전계속사업이익,2050.0,3064.0,6139.0,6872.0,10244.0,,,
당기순이익,1531.0,2377.0,4421.0,5220.0,7557.0,,,
당기순이익(지배),720.0,1163.0,2038.0,2527.0,3701.0,,,
당기순이익(비지배),811.0,1214.0,2384.0,2692.0,3856.0,,,
자산총계,211075.0,267625.0,320263.0,375437.0,420528.0,,,
부채총계,189509.0,237629.0,283969.0,335571.0,372209.0,,,
자본총계,21566.0,29997.0,36293.0,39866.0,48319.0,,,
자본총계(지배),9425.0,13636.0,15566.0,17587.0,20576.0,,,
자본총계(비지배),12140.0,16360.0,20727.0,22279.0,27744.0,,,
자본금,574.0,714.0,714.0,714.0,714.0,,,
영업활동현금흐름,-506.0,-20564.0,-20317.0,-3026.0,-13865.0,,,
투자활동현금흐름,-10381.0,-6112.0,-8786.0,-17444.0,-17792.0,,,
재무활동현금흐름,10961.0,30025.0,30409.0,22633.0,35765.0,,,
CAPEX,222.0,246.0,167.0,108.0,140.0,,,
FCF,,,,,,,,
이자발생부채,16439.0,24909.0,32079.0,51879.0,59703.0,,,
영업이익률,3.85,3.57,6.05,5.57,7.43,,,
순이익률,2.95,3.11,4.34,4.23,5.6,,,
ROE(%),7.59,10.09,13.96,15.25,19.4,,,
ROA(%),0.35,0.49,0.69,0.73,0.93,,,
부채비율,878.75,792.18,782.43,841.75,770.31,,,
자본유보율,3688.91,4122.76,5004.12,5504.18,6736.77,,,
EPS(원),595.0,919.0,1426.0,1769.0,2590.0,,,
PER(배),10.82,9.8,9.11,6.28,5.81,,,
BPS(원),7939.0,9706.0,11079.0,12517.0,14894.0,,,
PBR(배),0.81,0.93,1.17,0.89,1.01,,,
현금DPS(원),85.0,85.0,155.0,300.0,520.0,,,
현금배당수익률,1.32,0.94,1.19,2.7,3.46,,,
현금배당성향(%),14.04,10.27,10.69,16.68,19.41,,,
발행주식수(보통주),121105964.0,142885818.0,142885818.0,142885818.0,142885818.0,,,
