주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2207.0,2471.0,2278.0,2038.0,1663.0,,,
영업이익,174.0,330.0,121.0,-16.0,-178.0,,,
영업이익(발표기준),174.0,330.0,121.0,-16.0,-178.0,,,
세전계속사업이익,102.0,261.0,15.0,-64.0,-200.0,,,
당기순이익,41.0,191.0,14.0,-119.0,-188.0,,,
당기순이익(지배),41.0,188.0,16.0,-116.0,-188.0,,,
당기순이익(비지배),0.0,3.0,-3.0,-4.0,0.0,,,
자산총계,2917.0,3518.0,3357.0,3096.0,2780.0,,,
부채총계,1600.0,2013.0,1641.0,1547.0,1572.0,,,
자본총계,1317.0,1505.0,1716.0,1549.0,1209.0,,,
자본총계(지배),1288.0,1473.0,1687.0,1525.0,1199.0,,,
자본총계(비지배),29.0,32.0,28.0,24.0,9.0,,,
자본금,53.0,53.0,59.0,59.0,140.0,,,
영업활동현금흐름,141.0,226.0,132.0,131.0,-66.0,,,
투자활동현금흐름,-200.0,-522.0,-64.0,-27.0,56.0,,,
재무활동현금흐름,35.0,338.0,-134.0,-67.0,-76.0,,,
CAPEX,198.0,565.0,256.0,150.0,111.0,,,
FCF,-57.0,-339.0,-124.0,-20.0,-177.0,,,
이자발생부채,1231.0,1620.0,1276.0,1226.0,1215.0,,,
영업이익률,7.91,13.34,5.31,-0.76,-10.72,,,
순이익률,1.86,7.73,0.6,-5.86,-11.29,,,
ROE(%),3.37,13.62,1.03,-7.19,-13.83,,,
ROA(%),1.43,5.94,0.4,-3.7,-6.39,,,
부채비율,121.46,133.79,95.66,99.91,130.06,,,
자본유보율,2239.78,2590.93,2706.63,2511.71,809.66,,,
EPS(원),164.0,746.0,59.0,-412.0,-671.0,,,
PER(배),,,66.84,-6.52,-2.99,,,
BPS(원),5110.0,5844.0,6035.0,5455.0,4328.0,,,
PBR(배),0.0,0.0,0.66,0.49,0.46,,,
현금DPS(원),0.0,0.0,0.0,42.0,,,,
현금배당수익률,,,0.0,1.58,,,,
현금배당성향(%),0.0,0.0,0.0,-10.2,0.0,,,
발행주식수(보통주),25200943.0,25200943.0,28050716.0,28050716.0,28050716.0,,,
