주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1608.0,1664.0,1677.0,1744.0,1972.0,,,
영업이익,11.0,30.0,-23.0,43.0,20.0,,,
영업이익(발표기준),11.0,30.0,-23.0,43.0,20.0,,,
세전계속사업이익,-68.0,-12.0,-30.0,9.0,-48.0,,,
당기순이익,-73.0,-16.0,-37.0,3.0,-43.0,,,
당기순이익(지배),-72.0,-16.0,-37.0,3.0,-43.0,,,
당기순이익(비지배),0.0,0.0,0.0,0.0,0.0,,,
자산총계,2542.0,2554.0,2335.0,2307.0,2293.0,,,
부채총계,1226.0,1290.0,1150.0,1141.0,1185.0,,,
자본총계,1316.0,1263.0,1186.0,1166.0,1107.0,,,
자본총계(지배),1315.0,1263.0,1185.0,1165.0,1106.0,,,
자본총계(비지배),1.0,1.0,1.0,1.0,1.0,,,
자본금,164.0,164.0,164.0,164.0,164.0,,,
영업활동현금흐름,40.0,-31.0,42.0,133.0,41.0,,,
투자활동현금흐름,-21.0,-54.0,151.0,-59.0,140.0,,,
재무활동현금흐름,29.0,27.0,-165.0,-42.0,-138.0,,,
CAPEX,25.0,55.0,45.0,49.0,40.0,,,
FCF,15.0,-85.0,-3.0,84.0,0.0,,,
이자발생부채,871.0,928.0,790.0,767.0,640.0,,,
영업이익률,0.71,1.78,-1.37,2.48,1.01,,,
순이익률,-4.52,-0.96,-2.22,0.19,-2.18,,,
ROE(%),-5.36,-1.22,-3.04,0.28,-3.82,,,
ROA(%),-2.86,-0.62,-1.52,0.15,-1.87,,,
부채비율,93.11,102.11,96.96,97.87,107.03,,,
자본유보율,694.65,663.23,617.06,606.08,563.57,,,
EPS(원),-475.0,-104.0,-245.0,21.0,-285.0,,,
PER(배),-8.95,-41.61,-20.76,285.21,-19.3,,,
BPS(원),8638.0,8292.0,7781.0,7649.0,7264.0,,,
PBR(배),0.49,0.52,0.65,0.8,0.76,,,
현금DPS(원),150.0,150.0,150.0,150.0,150.0,,,
현금배당수익률,3.53,3.48,2.95,2.46,2.73,,,
현금배당성향(%),-31.56,-144.83,-59.8,701.33,-52.64,,,
발행주식수(보통주),15225000.0,15225000.0,15225000.0,15225000.0,15225000.0,,,
