주요재무정보,2013(IFRS별도),2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,3962.0,5947.0,10658.0,9537.0,9678.0,,,
영업이익,179.0,177.0,164.0,88.0,101.0,,,
영업이익(발표기준),179.0,177.0,164.0,88.0,101.0,,,
세전계속사업이익,195.0,176.0,173.0,107.0,99.0,,,
당기순이익,125.0,133.0,135.0,79.0,74.0,,,
당기순이익(지배),125.0,129.0,125.0,76.0,71.0,,,
당기순이익(비지배),,4.0,11.0,2.0,3.0,,,
자산총계,1801.0,3037.0,3470.0,3228.0,3483.0,,,
부채총계,572.0,1562.0,1944.0,1666.0,1888.0,,,
자본총계,1229.0,1475.0,1526.0,1561.0,1596.0,,,
자본총계(지배),1229.0,1433.0,1474.0,1507.0,1541.0,,,
자본총계(비지배),,42.0,52.0,55.0,54.0,,,
자본금,238.0,238.0,238.0,238.0,238.0,,,
영업활동현금흐름,120.0,-73.0,210.0,93.0,139.0,,,
투자활동현금흐름,24.0,-203.0,204.0,-30.0,-50.0,,,
재무활동현금흐름,-78.0,91.0,-84.0,-43.0,-37.0,,,
CAPEX,10.0,36.0,22.0,23.0,12.0,,,
FCF,111.0,-109.0,188.0,70.0,127.0,,,
이자발생부채,3.0,2.0,3.0,2.0,2.0,,,
영업이익률,4.51,2.97,1.53,0.92,1.05,,,
순이익률,3.17,2.24,1.27,0.82,0.76,,,
ROE(%),10.22,,8.58,5.13,4.67,,,
ROA(%),6.94,,4.16,2.34,2.2,,,
부채비율,46.58,105.89,127.34,106.73,118.3,,,
자본유보율,495.67,501.03,532.17,542.74,558.15,,,
EPS(원),275.0,298.0,292.0,179.0,167.0,,,
PER(배),12.64,9.89,10.82,13.86,13.61,,,
BPS(원),3243.0,3357.0,3525.0,3603.0,3686.0,,,
PBR(배),1.07,0.88,0.9,0.69,0.62,,,
현금DPS(원),120.0,120.0,100.0,80.0,80.0,,,
현금배당수익률,3.46,4.07,3.16,3.23,3.52,,,
현금배당성향(%),36.24,39.65,33.54,43.8,47.0,,,
발행주식수(보통주),45685000.0,42685000.0,42685000.0,42685000.0,42685000.0,,,
