주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,7467.0,8357.0,8671.0,9476.0,10233.0,11057.0,12476.0,15188.0
영업이익,52.0,283.0,356.0,423.0,417.0,434.0,606.0,874.0
영업이익(발표기준),52.0,282.0,356.0,423.0,417.0,,,
세전계속사업이익,143.0,177.0,202.0,411.0,514.0,530.0,573.0,881.0
당기순이익,90.0,105.0,107.0,265.0,394.0,407.0,439.0,675.0
당기순이익(지배),97.0,117.0,110.0,267.0,396.0,411.0,440.0,675.0
당기순이익(비지배),-6.0,-12.0,-4.0,-2.0,-3.0,,,
자산총계,5648.0,7275.0,7761.0,6631.0,7253.0,,,
부채총계,3275.0,4622.0,5104.0,3691.0,4048.0,4221.0,4333.0,4448.0
자본총계,2373.0,2652.0,2658.0,2940.0,3205.0,3571.0,3974.0,4614.0
자본총계(지배),2377.0,2668.0,2681.0,2904.0,3159.0,3528.0,3933.0,4573.0
자본총계(비지배),-4.0,-16.0,-23.0,36.0,46.0,,,
자본금,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0
영업활동현금흐름,110.0,639.0,413.0,332.0,416.0,,,
투자활동현금흐름,-582.0,-526.0,-1918.0,1049.0,-380.0,,,
재무활동현금흐름,-290.0,1236.0,216.0,-1592.0,152.0,,,
CAPEX,378.0,482.0,99.0,301.0,547.0,,,
FCF,-268.0,157.0,314.0,31.0,-131.0,,,
이자발생부채,2330.0,3656.0,3940.0,2555.0,2823.0,,,
영업이익률,0.7,3.39,4.11,4.47,4.08,3.92,4.86,5.75
순이익률,1.21,1.26,1.23,2.79,3.85,3.68,3.52,4.45
ROE(%),4.16,4.63,4.12,9.56,13.07,12.29,11.81,15.88
ROA(%),1.6,1.63,1.42,3.68,5.67,,,
부채비율,138.01,174.27,192.03,125.52,126.3,118.21,109.03,96.4
자본유보율,1234.22,1365.74,1455.05,1597.13,1796.6,,,
EPS(원),263.0,318.0,300.0,727.0,1079.0,1119.0,1199.0,1839.0
PER(배),33.55,42.5,54.39,16.24,10.75,9.56,8.92,5.82
BPS(원),7651.0,7681.0,7447.0,8068.0,8873.0,9911.0,11048.0,12846.0
PBR(배),1.15,1.76,2.19,1.46,1.31,1.08,0.97,0.83
현금DPS(원),0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
현금배당수익률,0.0,0.0,0.0,0.85,0.86,0.93,0.93,0.93
현금배당성향(%),0.0,0.0,0.0,13.49,8.98,0.09,0.08,0.05
발행주식수(보통주),36727943.0,36727943.0,36727943.0,36727943.0,36727943.0,,,
