주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2340.0,2353.0,2415.0,2354.0,2543.0,,,
영업이익,75.0,45.0,93.0,131.0,95.0,,,
영업이익(발표기준),75.0,45.0,93.0,131.0,95.0,,,
세전계속사업이익,55.0,6.0,31.0,108.0,58.0,,,
당기순이익,56.0,1.0,15.0,75.0,36.0,,,
당기순이익(지배),56.0,1.0,15.0,75.0,36.0,,,
당기순이익(비지배),,,,,,,,
자산총계,2804.0,2891.0,2912.0,2893.0,3076.0,,,
부채총계,1561.0,1586.0,1573.0,1466.0,1536.0,,,
자본총계,1243.0,1305.0,1339.0,1427.0,1541.0,,,
자본총계(지배),1243.0,1305.0,1339.0,1427.0,1541.0,,,
자본총계(비지배),,,,,,,,
자본금,731.0,787.0,793.0,805.0,838.0,,,
영업활동현금흐름,66.0,42.0,113.0,159.0,150.0,,,
투자활동현금흐름,-46.0,-155.0,-94.0,-109.0,-171.0,,,
재무활동현금흐름,-13.0,91.0,35.0,-96.0,75.0,,,
CAPEX,111.0,151.0,45.0,95.0,162.0,,,
FCF,-46.0,-109.0,68.0,64.0,-12.0,,,
이자발생부채,1010.0,1024.0,1073.0,972.0,1000.0,,,
영업이익률,3.22,1.89,3.86,5.56,3.74,,,
순이익률,2.4,0.02,0.62,3.18,1.4,,,
ROE(%),4.76,0.04,1.13,5.41,2.4,,,
ROA(%),2.05,0.02,0.51,2.58,1.19,,,
부채비율,125.56,121.49,117.51,102.69,99.66,,,
자본유보율,76.72,72.38,73.74,82.79,86.36,,,
EPS(원),83.0,1.0,20.0,98.0,44.0,,,
PER(배),20.35,2359.47,81.69,16.55,32.09,,,
BPS(원),1777.0,1728.0,1759.0,1846.0,1912.0,,,
PBR(배),0.95,0.95,0.91,0.88,0.74,,,
현금DPS(원),0.0,0.0,0.0,0.0,20.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,1.41,,,
현금배당성향(%),0.0,0.0,0.0,0.0,45.31,,,
발행주식수(보통주),69935085.0,75529325.0,76110561.0,77303044.0,80565149.0,,,
