주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,1942.0,2024.0,1921.0,1796.0,1907.0,,,
영업이익,-2.0,61.0,39.0,-59.0,-23.0,,,
영업이익(발표기준),-3.0,71.0,34.0,-55.0,-23.0,,,
세전계속사업이익,-45.0,4.0,-5.0,-106.0,-103.0,,,
당기순이익,-42.0,2.0,-5.0,-91.0,-101.0,,,
당기순이익(지배),-42.0,2.0,-5.0,-91.0,-101.0,,,
당기순이익(비지배),,,,,,,,
자산총계,2343.0,2544.0,2602.0,2760.0,3010.0,,,
부채총계,1893.0,2094.0,2069.0,2283.0,2343.0,,,
자본총계,450.0,450.0,533.0,477.0,668.0,,,
자본총계(지배),450.0,450.0,533.0,477.0,668.0,,,
자본총계(비지배),,,,,,,,
자본금,66.0,66.0,113.0,113.0,134.0,,,
영업활동현금흐름,77.0,118.0,147.0,175.0,-3.0,,,
투자활동현금흐름,-194.0,-311.0,-181.0,-262.0,-121.0,,,
재무활동현금흐름,134.0,174.0,33.0,92.0,118.0,,,
CAPEX,144.0,352.0,230.0,305.0,124.0,,,
FCF,-67.0,-234.0,-82.0,-130.0,-127.0,,,
이자발생부채,1440.0,1614.0,1555.0,1619.0,1664.0,,,
영업이익률,-0.08,3.03,2.05,-3.26,-1.23,,,
순이익률,-2.16,0.1,-0.25,-5.08,-5.28,,,
ROE(%),-8.89,0.46,-0.98,-18.07,-17.61,,,
ROA(%),-1.84,0.08,-0.19,-3.4,-3.49,,,
부채비율,421.17,464.82,388.17,478.39,350.98,,,
자본유보율,503.17,504.59,324.06,263.56,190.41,,,
EPS(원),-224.0,11.0,-25.0,-365.0,-375.0,,,
PER(배),-4.35,124.69,-52.05,-8.0,-2.72,,,
BPS(원),2577.0,2582.0,2245.0,1907.0,2247.0,,,
PBR(배),0.38,0.53,0.59,1.53,0.45,,,
현금DPS(원),0.0,11.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,0.77,0.0,0.0,0.0,,,
현금배당성향(%),0.0,86.21,0.0,0.0,0.0,,,
발행주식수(보통주),18721712.0,18721712.0,25023701.0,25023701.0,29701315.0,,,
