주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,13613.0,14965.0,16337.0,16965.0,16045.0,14871.0,15375.0,15908.0
영업이익,3880.0,5132.0,5954.0,6186.0,5309.0,4660.0,5004.0,5286.0
영업이익(발표기준),3880.0,5132.0,5954.0,6186.0,5309.0,,,
세전계속사업이익,3938.0,4959.0,5939.0,5969.0,5662.0,4911.0,5333.0,5624.0
당기순이익,2976.0,3593.0,4416.0,4545.0,4375.0,3693.0,4020.0,4243.0
당기순이익(지배),2976.0,3594.0,4416.0,4546.0,4376.0,3690.0,4016.0,4237.0
당기순이익(비지배),0.0,0.0,0.0,-1.0,-1.0,,,
자산총계,31020.0,33751.0,36908.0,39790.0,41857.0,43538.0,45636.0,47893.0
부채총계,5843.0,6698.0,6930.0,7263.0,6844.0,7557.0,7710.0,7364.0
자본총계,25177.0,27054.0,29978.0,32527.0,35012.0,35982.0,37926.0,40529.0
자본총계(지배),25174.0,27051.0,29975.0,32525.0,35011.0,36152.0,38091.0,40529.0
자본총계(비지배),3.0,3.0,3.0,2.0,1.0,,,
자본금,1070.0,1070.0,1070.0,1070.0,1070.0,1070.0,1070.0,1070.0
영업활동현금흐름,4244.0,5104.0,5750.0,5965.0,4630.0,4325.0,4829.0,5015.0
투자활동현금흐름,-1933.0,-4274.0,-3989.0,-4115.0,-2502.0,-2222.0,-1830.0,-1804.0
재무활동현금흐름,-1528.0,-1480.0,-1723.0,-1977.0,-2003.0,-2110.0,-2051.0,-2081.0
CAPEX,1029.0,802.0,404.0,746.0,855.0,1127.0,685.0,676.0
FCF,3215.0,4302.0,5346.0,5219.0,3776.0,4235.0,4516.0,4811.0
이자발생부채,,,,9.0,14.0,,,
영업이익률,28.51,34.29,36.45,36.46,33.09,31.34,32.55,33.23
순이익률,21.86,24.01,27.03,26.79,27.27,24.84,26.15,26.67
ROE(%),12.17,13.76,15.49,14.55,12.96,10.37,10.82,10.78
ROA(%),9.91,11.1,12.5,11.85,10.72,8.65,9.02,9.07
부채비율,23.21,24.76,23.12,22.33,19.55,21.0,20.33,18.17
자본유보율,2416.99,2590.76,2864.94,3103.31,3335.69,,,
EPS(원),1391.0,1680.0,2064.0,2125.0,2046.0,1725.0,1877.0,1980.0
PER(배),22.25,18.1,18.6,16.82,17.01,16.79,15.42,14.62
BPS(원),12417.0,13343.0,14785.0,16043.0,17269.0,17832.0,18788.0,19991.0
PBR(배),2.49,2.28,2.6,2.23,2.02,1.62,1.54,1.45
현금DPS(원),730.0,850.0,980.0,990.0,990.0,986.0,1041.0,1072.0
현금배당수익률,2.36,2.8,2.55,2.77,2.84,3.41,3.6,3.7
현금배당성향(%),49.73,47.95,44.99,44.15,45.86,0.57,0.55,0.54
발행주식수(보통주),213940500.0,213940500.0,213940500.0,213940500.0,213940500.0,,,
