주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,6848.0,8016.0,9458.0,17241.0,18330.0,17530.0,14782.0,18496.0
영업이익,558.0,803.0,1145.0,3048.0,3245.0,3341.0,1942.0,2565.0
영업이익(발표기준),558.0,803.0,1145.0,3048.0,3245.0,,,
세전계속사업이익,317.0,698.0,1295.0,2867.0,2749.0,3042.0,1644.0,2259.0
당기순이익,226.0,504.0,1013.0,2140.0,1950.0,2312.0,1252.0,1720.0
당기순이익(지배),213.0,489.0,1018.0,2123.0,1952.0,2315.0,1250.0,1720.0
당기순이익(비지배),12.0,15.0,-5.0,17.0,-2.0,,,
자산총계,10224.0,12285.0,18448.0,20744.0,22722.0,26330.0,30440.0,32125.0
부채총계,6056.0,7628.0,12479.0,11348.0,11661.0,13635.0,16760.0,17005.0
자본총계,4167.0,4657.0,5968.0,9396.0,11060.0,12690.0,13680.0,15125.0
자본총계(지배),3798.0,4269.0,5587.0,8999.0,10647.0,12235.0,13210.0,14625.0
자본총계(비지배),369.0,388.0,381.0,397.0,413.0,,,
자본금,128.0,128.0,136.0,154.0,154.0,160.0,160.0,160.0
영업활동현금흐름,1045.0,1640.0,-1808.0,1059.0,1113.0,-515.0,-1850.0,1260.0
투자활동현금흐름,-626.0,-1316.0,-643.0,-1483.0,-1379.0,-1095.0,-1455.0,-1325.0
재무활동현금흐름,-611.0,-8.0,3492.0,653.0,506.0,2440.0,2495.0,-235.0
CAPEX,748.0,1013.0,683.0,1466.0,835.0,700.0,740.0,910.0
FCF,297.0,628.0,-2490.0,-407.0,278.0,-1710.0,-3185.0,80.0
이자발생부채,4542.0,4644.0,7963.0,7429.0,8235.0,,,
영업이익률,8.15,10.02,12.11,17.68,17.71,19.06,13.14,13.87
순이익률,3.29,6.29,10.71,12.41,10.64,13.19,8.47,9.3
ROE(%),5.76,12.12,20.66,29.12,19.87,20.23,9.83,12.36
ROA(%),2.12,4.48,6.59,10.92,8.97,9.43,4.41,5.5
부채비율,145.33,163.79,209.1,120.77,105.44,107.45,122.51,112.43
자본유보율,2888.6,3257.2,3999.78,5743.62,6810.79,,,
EPS(원),835.0,1914.0,3822.0,7340.0,6343.0,7509.0,4055.0,5579.0
PER(배),19.09,26.09,11.64,6.07,5.49,4.85,8.98,6.52
BPS(원),14876.0,16721.0,20488.0,29294.0,34576.0,39733.0,42899.0,47494.0
PBR(배),1.07,2.99,2.17,1.52,1.01,0.92,0.85,0.77
현금DPS(원),0.0,400.0,500.0,1000.0,1100.0,865.0,945.0,775.0
현금배당수익률,0.0,0.8,1.12,2.24,3.16,2.38,2.6,2.13
현금배당성향(%),0.0,20.9,13.39,14.47,17.35,0.12,0.23,0.14
발행주식수(보통주),25533531.0,25533531.0,27270147.0,30718467.0,30827281.0,,,
