주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2024.0,1851.0,1854.0,1723.0,1745.0,,,
영업이익,50.0,107.0,68.0,67.0,59.0,,,
영업이익(발표기준),50.0,107.0,68.0,67.0,59.0,,,
세전계속사업이익,60.0,111.0,72.0,93.0,79.0,,,
당기순이익,47.0,90.0,54.0,69.0,51.0,,,
당기순이익(지배),47.0,90.0,56.0,70.0,51.0,,,
당기순이익(비지배),0.0,0.0,-2.0,-1.0,0.0,,,
자산총계,1484.0,1560.0,1600.0,1678.0,1831.0,,,
부채총계,818.0,799.0,806.0,828.0,944.0,,,
자본총계,665.0,761.0,793.0,850.0,888.0,,,
자본총계(지배),664.0,756.0,770.0,834.0,888.0,,,
자본총계(비지배),2.0,5.0,23.0,16.0,0.0,,,
자본금,249.0,249.0,249.0,249.0,249.0,,,
영업활동현금흐름,45.0,169.0,96.0,158.0,10.0,,,
투자활동현금흐름,-3.0,-125.0,-74.0,-119.0,-107.0,,,
재무활동현금흐름,-71.0,-42.0,-16.0,-35.0,115.0,,,
CAPEX,14.0,27.0,38.0,37.0,42.0,,,
FCF,31.0,142.0,58.0,121.0,-32.0,,,
이자발생부채,557.0,521.0,585.0,564.0,666.0,,,
영업이익률,2.49,5.77,3.65,3.88,3.41,,,
순이익률,2.34,4.89,2.91,3.98,2.9,,,
ROE(%),7.38,12.74,7.36,8.66,5.93,,,
ROA(%),3.2,5.94,3.42,4.18,2.89,,,
부채비율,123.0,104.99,101.61,97.42,106.32,,,
자본유보율,162.16,194.54,209.61,233.0,259.04,,,
EPS(원),190.0,363.0,225.0,279.0,205.0,,,
PER(배),6.05,5.35,9.12,23.93,13.13,,,
BPS(원),2750.0,3134.0,3191.0,3456.0,3598.0,,,
PBR(배),0.42,0.62,0.64,1.93,0.75,,,
현금DPS(원),25.0,45.0,30.0,30.0,35.0,,,
현금배당수익률,2.17,2.32,1.46,0.45,1.3,,,
현금배당성향(%),12.74,12.01,12.89,10.42,16.9,,,
발행주식수(보통주),24939425.0,24939425.0,24939425.0,24939425.0,24939425.0,,,
