주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,4429.0,2542.0,2037.0,2048.0,1995.0,,,
영업이익,108.0,-134.0,98.0,109.0,41.0,,,
영업이익(발표기준),187.0,-144.0,98.0,109.0,41.0,,,
세전계속사업이익,-872.0,-1623.0,-342.0,-143.0,-128.0,,,
당기순이익,-638.0,-1245.0,132.0,-207.0,-8.0,,,
당기순이익(지배),-638.0,-1245.0,132.0,-207.0,-8.0,,,
당기순이익(비지배),,,,,,,,
자산총계,6384.0,3659.0,2762.0,2150.0,1935.0,,,
부채총계,3921.0,2556.0,1104.0,634.0,540.0,,,
자본총계,2463.0,1102.0,1658.0,1515.0,1395.0,,,
자본총계(지배),2463.0,1102.0,1658.0,1515.0,1395.0,,,
자본총계(비지배),,,,,,,,
자본금,911.0,911.0,911.0,911.0,949.0,,,
영업활동현금흐름,101.0,275.0,-131.0,144.0,80.0,,,
투자활동현금흐름,-254.0,1019.0,1046.0,69.0,18.0,,,
재무활동현금흐름,46.0,-1246.0,-864.0,-186.0,-83.0,,,
CAPEX,48.0,26.0,26.0,17.0,8.0,,,
FCF,53.0,248.0,-157.0,126.0,72.0,,,
이자발생부채,2559.0,1294.0,425.0,241.0,143.0,,,
영업이익률,2.44,-5.28,4.79,5.32,2.04,,,
순이익률,-14.4,-48.98,6.48,-10.11,-0.39,,,
ROE(%),-23.53,-69.86,9.55,-13.05,-0.53,,,
ROA(%),-9.58,-24.8,4.11,-8.43,-0.38,,,
부채비율,159.2,231.84,66.56,41.85,38.73,,,
자본유보율,184.59,47.92,62.39,39.1,38.27,,,
EPS(원),-350.0,-684.0,72.0,-114.0,-4.0,,,
PER(배),-1.27,-0.37,6.84,-6.45,-155.27,,,
BPS(원),1432.0,641.0,964.0,881.0,777.0,,,
PBR(배),0.31,0.39,0.51,0.83,0.85,,,
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),182126320.0,182126320.0,182126320.0,182126320.0,189745366.0,,,
