주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1824.0,1769.0,1822.0,2119.0,1958.0,,,
영업이익,251.0,279.0,211.0,162.0,172.0,,,
영업이익(발표기준),251.0,279.0,211.0,162.0,172.0,,,
세전계속사업이익,219.0,249.0,177.0,207.0,96.0,,,
당기순이익,155.0,190.0,132.0,175.0,62.0,,,
당기순이익(지배),156.0,191.0,132.0,175.0,62.0,,,
당기순이익(비지배),-1.0,0.0,0.0,0.0,0.0,,,
자산총계,5252.0,6084.0,6915.0,7330.0,7458.0,,,
부채총계,1772.0,2430.0,3133.0,3392.0,3465.0,,,
자본총계,3479.0,3654.0,3781.0,3939.0,3993.0,,,
자본총계(지배),3479.0,3654.0,3781.0,3938.0,3994.0,,,
자본총계(비지배),1.0,0.0,0.0,0.0,0.0,,,
자본금,42.0,42.0,42.0,42.0,42.0,,,
영업활동현금흐름,383.0,279.0,281.0,439.0,235.0,,,
투자활동현금흐름,-370.0,-858.0,-837.0,-379.0,-309.0,,,
재무활동현금흐름,-26.0,577.0,591.0,181.0,88.0,,,
CAPEX,84.0,851.0,823.0,429.0,225.0,,,
FCF,299.0,-573.0,-542.0,10.0,11.0,,,
이자발생부채,831.0,1418.0,2014.0,2204.0,2285.0,,,
영업이익률,13.77,15.77,11.6,7.63,8.79,,,
순이익률,8.5,10.77,7.22,8.28,3.16,,,
ROE(%),4.58,5.34,3.55,4.54,1.56,,,
ROA(%),3.01,3.36,2.02,2.46,0.84,,,
부채비율,50.94,66.49,82.87,86.12,86.77,,,
자본유보율,8166.81,8584.04,8893.16,9274.05,9397.58,,,
EPS(원),18564.0,22685.0,15694.0,20872.0,7379.0,,,
PER(배),10.13,11.53,29.28,19.02,41.47,,,
BPS(원),416830.0,437799.0,453031.0,471887.0,478514.0,,,
PBR(배),0.45,0.6,1.01,0.84,0.64,,,
현금DPS(원),750.0,800.0,850.0,800.0,850.0,,,
현금배당수익률,0.4,0.31,0.18,0.2,0.28,,,
현금배당성향(%),4.08,3.56,5.22,3.87,11.61,,,
발행주식수(보통주),624615.0,624615.0,624615.0,624615.0,624615.0,,,
