주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,2468.0,2387.0,2238.0,2109.0,2105.0,,,
영업이익,360.0,331.0,391.0,351.0,300.0,,,
영업이익(발표기준),360.0,331.0,391.0,351.0,300.0,,,
세전계속사업이익,387.0,350.0,407.0,363.0,315.0,,,
당기순이익,296.0,269.0,312.0,272.0,242.0,,,
당기순이익(지배),296.0,269.0,312.0,272.0,242.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1228.0,1151.0,1265.0,1230.0,1309.0,,,
부채총계,328.0,245.0,297.0,257.0,315.0,,,
자본총계,900.0,906.0,969.0,973.0,994.0,,,
자본총계(지배),900.0,906.0,969.0,973.0,994.0,,,
자본총계(비지배),,,,,,,,
자본금,70.0,70.0,70.0,70.0,70.0,,,
영업활동현금흐름,377.0,276.0,378.0,300.0,197.0,,,
투자활동현금흐름,-21.0,-12.0,-376.0,-107.0,79.0,,,
재무활동현금흐름,-260.0,-260.0,-247.0,-260.0,-221.0,,,
CAPEX,20.0,11.0,14.0,22.0,22.0,,,
FCF,358.0,265.0,364.0,278.0,174.0,,,
이자발생부채,,,,,,,,
영업이익률,14.61,13.86,17.46,16.63,14.27,,,
순이익률,12.0,11.28,13.95,12.92,11.52,,,
ROE(%),33.64,29.81,33.31,28.06,24.64,,,
ROA(%),24.73,22.64,25.84,21.84,19.1,,,
부채비율,36.42,27.03,30.65,26.36,31.68,,,
자본유보율,1186.43,1194.04,1283.63,1290.28,1320.61,,,
EPS(원),22775.0,20711.0,24010.0,20956.0,18649.0,,,
PER(배),20.57,19.63,19.64,21.14,20.59,,,
BPS(원),69257.0,69679.0,74503.0,74861.0,76494.0,,,
PBR(배),6.76,5.83,6.33,5.92,5.02,,,
현금DPS(원),20000.0,19000.0,20000.0,19000.0,17000.0,,,
현금배당수익률,4.27,4.67,4.24,4.29,4.43,,,
현금배당성향(%),87.82,91.74,83.3,90.67,91.16,,,
발행주식수(보통주),1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,,,
