주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,15329.0,13717.0,12051.0,11435.0,12810.0,13306.0,14102.0,15390.0
영업이익,431.0,435.0,336.0,151.0,296.0,550.0,789.0,730.0
영업이익(발표기준),431.0,435.0,336.0,151.0,296.0,,,
세전계속사업이익,482.0,385.0,305.0,125.0,302.0,480.0,750.0,690.0
당기순이익,374.0,284.0,211.0,91.0,232.0,348.0,512.0,480.0
당기순이익(지배),371.0,280.0,209.0,88.0,224.0,341.0,518.0,480.0
당기순이익(비지배),4.0,4.0,2.0,3.0,8.0,,,
자산총계,8263.0,8997.0,8566.0,9141.0,9003.0,9560.0,9670.0,9850.0
부채총계,4594.0,5153.0,4596.0,5163.0,4930.0,5330.0,5030.0,4840.0
자본총계,3669.0,3844.0,3970.0,3978.0,4073.0,4230.0,4640.0,5010.0
자본총계(지배),3653.0,3789.0,3915.0,3925.0,4016.0,4170.0,4580.0,4950.0
자본총계(비지배),16.0,55.0,55.0,54.0,58.0,,,
자본금,1725.0,1725.0,1725.0,1725.0,1725.0,1730.0,1730.0,1730.0
영업활동현금흐름,273.0,461.0,385.0,518.0,746.0,310.0,870.0,810.0
투자활동현금흐름,-168.0,-1546.0,-184.0,-830.0,-247.0,-450.0,-450.0,-450.0
재무활동현금흐름,-142.0,538.0,-176.0,385.0,-485.0,130.0,-600.0,-550.0
CAPEX,233.0,274.0,249.0,353.0,438.0,450.0,450.0,450.0
FCF,40.0,186.0,135.0,165.0,308.0,-140.0,420.0,360.0
이자발생부채,1511.0,2090.0,2027.0,2497.0,2066.0,,,
영업이익률,2.81,3.17,2.79,1.32,2.31,4.14,5.59,4.74
순이익률,2.44,2.07,1.75,0.79,1.81,2.62,3.63,3.12
ROE(%),10.26,7.53,5.44,2.24,5.64,8.33,11.84,10.07
ROA(%),4.53,3.29,2.4,1.02,2.55,3.75,5.33,4.92
부채비율,125.22,134.04,115.78,129.77,121.02,126.0,108.41,96.61
자본유보율,122.2,129.66,136.42,138.03,145.02,,,
EPS(원),1074.0,812.0,607.0,255.0,649.0,988.0,1501.0,1391.0
PER(배),9.77,13.79,12.8,32.22,15.56,9.68,6.37,6.88
BPS(원),11100.0,11514.0,11896.0,11925.0,12201.0,12671.0,13917.0,15041.0
PBR(배),0.95,0.97,0.65,0.69,0.83,0.76,0.69,0.64
현금DPS(원),300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
현금배당수익률,2.86,2.68,3.86,3.65,2.97,3.13,3.13,3.13
현금배당성향(%),26.64,35.23,47.14,112.3,44.08,0.3,0.2,0.22
발행주식수(보통주),34500000.0,34500000.0,34500000.0,34500000.0,34500000.0,,,
