주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,464.0,439.0,625.0,465.0,373.0,,,
영업이익,7.0,-4.0,21.0,-35.0,-35.0,,,
영업이익(발표기준),7.0,-4.0,21.0,-37.0,-35.0,,,
세전계속사업이익,-15.0,-1.0,26.0,-15.0,-65.0,,,
당기순이익,-17.0,-3.0,19.0,-16.0,-59.0,,,
당기순이익(지배),-16.0,-3.0,19.0,-16.0,-59.0,,,
당기순이익(비지배),-1.0,,,,,,,
자산총계,376.0,453.0,687.0,584.0,498.0,,,
부채총계,161.0,221.0,189.0,136.0,93.0,,,
자본총계,215.0,232.0,497.0,448.0,405.0,,,
자본총계(지배),215.0,232.0,497.0,448.0,405.0,,,
자본총계(비지배),,,,,,,,
자본금,98.0,98.0,138.0,138.0,138.0,,,
영업활동현금흐름,45.0,-1.0,25.0,-12.0,-74.0,,,
투자활동현금흐름,-97.0,-4.0,-34.0,-6.0,-20.0,,,
재무활동현금흐름,4.0,-2.0,204.0,-10.0,,,,
CAPEX,2.0,6.0,4.0,2.0,0.0,,,
FCF,44.0,-7.0,20.0,-14.0,-74.0,,,
이자발생부채,42.0,49.0,14.0,4.0,,,,
영업이익률,1.61,-0.97,3.36,-7.46,-9.51,,,
순이익률,-3.74,-0.58,2.98,-3.36,-15.82,,,
ROE(%),-7.07,-1.14,5.11,-3.3,-13.83,,,
ROA(%),-4.26,-0.62,3.27,-2.46,-10.9,,,
부채비율,75.11,95.1,38.09,30.32,23.06,,,
자본유보율,146.39,143.79,252.97,241.62,198.79,,,
EPS(원),-83.0,-13.0,84.0,-57.0,-214.0,,,
PER(배),-22.7,-129.14,41.04,-37.46,-13.71,,,
BPS(원),1095.0,1183.0,1805.0,1628.0,1470.0,,,
PBR(배),1.72,1.42,1.91,1.31,2.0,,,
현금DPS(원),0.0,0.0,0.0,,,,,
현금배당수익률,0.0,0.0,0.0,,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),19622424.0,19622424.0,27549644.0,27549644.0,27549644.0,,,
