주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,4757.0,5700.0,6321.0,6476.0,6368.0,,,
영업이익,445.0,437.0,403.0,327.0,409.0,,,
영업이익(발표기준),445.0,437.0,403.0,327.0,409.0,,,
세전계속사업이익,241.0,245.0,226.0,120.0,169.0,,,
당기순이익,180.0,190.0,171.0,68.0,123.0,,,
당기순이익(지배),180.0,190.0,175.0,80.0,126.0,,,
당기순이익(비지배),,,-4.0,-11.0,-3.0,,,
자산총계,7857.0,8872.0,10338.0,11576.0,12165.0,,,
부채총계,5955.0,6784.0,8063.0,9233.0,9702.0,,,
자본총계,1902.0,2087.0,2274.0,2344.0,2463.0,,,
자본총계(지배),1902.0,2087.0,2253.0,2334.0,2456.0,,,
자본총계(비지배),,,21.0,10.0,6.0,,,
자본금,111.0,111.0,111.0,111.0,111.0,,,
영업활동현금흐름,-536.0,-705.0,-532.0,-720.0,-496.0,,,
투자활동현금흐름,-41.0,-89.0,-400.0,-138.0,-249.0,,,
재무활동현금흐름,527.0,805.0,1145.0,1085.0,472.0,,,
CAPEX,29.0,126.0,350.0,66.0,197.0,,,
FCF,-565.0,-832.0,-882.0,-786.0,-693.0,,,
이자발생부채,4972.0,5800.0,6900.0,8003.0,8476.0,,,
영업이익률,9.36,7.67,6.37,5.05,6.42,,,
순이익률,3.79,3.34,2.71,1.05,1.93,,,
ROE(%),10.02,9.54,8.06,3.48,5.27,,,
ROA(%),2.45,2.28,1.79,0.62,1.03,,,
부채비율,313.09,325.02,354.57,393.98,393.95,,,
자본유보율,1882.81,2054.73,2217.26,2289.51,2403.42,,,
EPS(원),813.0,860.0,790.0,360.0,570.0,,,
PER(배),15.19,18.96,15.06,23.18,17.4,,,
BPS(원),8589.0,9426.0,10211.0,10578.0,11134.0,,,
PBR(배),1.44,1.73,1.17,0.79,0.89,,,
현금DPS(원),0.0,0.0,0.0,0.0,,,,
현금배당수익률,0.0,0.0,0.0,0.0,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),22146300.0,22146300.0,22146300.0,22146300.0,22146300.0,,,
