주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,7710.0,9481.0,7310.0,4870.0,4434.0,,,
영업이익,-50.0,27.0,-728.0,-582.0,28.0,,,
영업이익(발표기준),-50.0,26.0,-684.0,-582.0,28.0,,,
세전계속사업이익,-226.0,13.0,-967.0,-1016.0,331.0,,,
당기순이익,-192.0,7.0,-758.0,-871.0,206.0,,,
당기순이익(지배),-192.0,7.0,-758.0,-871.0,206.0,,,
당기순이익(비지배),,,,,,,,
자산총계,14508.0,15904.0,15211.0,12613.0,12735.0,,,
부채총계,6766.0,8211.0,8312.0,6584.0,6506.0,,,
자본총계,7742.0,7694.0,6899.0,6029.0,6229.0,,,
자본총계(지배),7742.0,7694.0,6899.0,6029.0,6229.0,,,
자본총계(비지배),,,,0.0,0.0,,,
자본금,3941.0,3941.0,3941.0,3941.0,3941.0,,,
영업활동현금흐름,-60.0,-479.0,109.0,-242.0,187.0,,,
투자활동현금흐름,-361.0,-102.0,-680.0,1528.0,357.0,,,
재무활동현금흐름,465.0,707.0,426.0,-1176.0,-333.0,,,
CAPEX,264.0,90.0,130.0,96.0,77.0,,,
FCF,-324.0,-569.0,-22.0,-338.0,110.0,,,
이자발생부채,4365.0,5278.0,5946.0,4956.0,4796.0,,,
영업이익률,-0.66,0.28,-9.96,-11.96,0.63,,,
순이익률,-2.49,0.08,-10.36,-17.89,4.65,,,
ROE(%),-2.44,0.09,-10.38,-13.48,3.36,,,
ROA(%),-1.35,0.05,-4.87,-6.26,1.63,,,
부채비율,87.4,106.72,120.48,109.2,104.46,,,
자본유보율,100.53,100.43,81.17,59.18,64.16,,,
EPS(원),-244.0,9.0,-961.0,-1106.0,261.0,,,
PER(배),-19.95,454.02,-3.79,-2.75,11.08,,,
BPS(원),10318.0,10326.0,9387.0,8203.0,8474.0,,,
PBR(배),0.47,0.4,0.39,0.37,0.34,,,
현금DPS(원),10.0,10.0,0.0,0.0,,,,
현금배당수익률,0.21,0.24,0.0,0.0,,,,
현금배당성향(%),-1.59,61.53,0.0,0.0,0.0,,,
발행주식수(보통주),77491901.0,77636164.0,78798750.0,78803016.0,78803016.0,,,
