주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,2398.0,2281.0,2611.0,2963.0,3202.0,,,
영업이익,176.0,155.0,110.0,87.0,154.0,,,
영업이익(발표기준),176.0,155.0,110.0,87.0,154.0,,,
세전계속사업이익,161.0,172.0,94.0,48.0,137.0,,,
당기순이익,128.0,121.0,68.0,25.0,99.0,,,
당기순이익(지배),128.0,121.0,68.0,25.0,99.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1948.0,2089.0,2173.0,2209.0,2270.0,,,
부채총계,418.0,474.0,511.0,553.0,607.0,,,
자본총계,1531.0,1615.0,1662.0,1656.0,1663.0,,,
자본총계(지배),1531.0,1615.0,1662.0,1656.0,1663.0,,,
자본총계(비지배),,,,,,,,
자본금,86.0,86.0,86.0,86.0,86.0,,,
영업활동현금흐름,203.0,148.0,159.0,255.0,165.0,,,
투자활동현금흐름,-62.0,-164.0,-173.0,-98.0,-120.0,,,
재무활동현금흐름,-14.0,-17.0,-24.0,-16.0,-68.0,,,
CAPEX,75.0,59.0,263.0,165.0,176.0,,,
FCF,128.0,89.0,-104.0,90.0,-11.0,,,
이자발생부채,,,,,,,,
영업이익률,7.34,6.8,4.2,2.94,4.83,,,
순이익률,5.34,5.31,2.61,0.86,3.1,,,
ROE(%),8.69,7.7,4.16,1.54,5.98,,,
ROA(%),6.65,6.0,3.2,1.16,4.43,,,
부채비율,27.3,29.38,30.76,33.39,36.47,,,
자본유보율,1667.69,1767.52,1820.53,1827.57,1903.85,,,
EPS(원),7445.0,7039.0,3959.0,1480.0,5766.0,,,
PER(배),10.27,15.91,24.83,49.45,14.29,,,
BPS(원),88989.0,93869.0,96607.0,96917.0,101648.0,,,
PBR(배),0.86,1.19,1.02,0.76,0.81,,,
현금DPS(원),1000.0,1000.0,1000.0,1000.0,1000.0,,,
현금배당수익률,1.31,0.89,1.02,1.37,1.21,,,
현금배당성향(%),13.43,14.21,25.26,67.09,16.5,,,
발행주식수(보통주),1720000.0,1720000.0,1720000.0,1720000.0,1720000.0,,,
