주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,2236.0,2466.0,2442.0,2671.0,3121.0,,,
영업이익,86.0,113.0,84.0,67.0,-27.0,,,
영업이익(발표기준),86.0,113.0,84.0,67.0,-27.0,,,
세전계속사업이익,86.0,91.0,-93.0,155.0,-38.0,,,
당기순이익,67.0,60.0,-70.0,107.0,-30.0,,,
당기순이익(지배),67.0,60.0,-70.0,107.0,-30.0,,,
당기순이익(비지배),,,,,,,,
자산총계,2042.0,2011.0,2108.0,2097.0,2077.0,,,
부채총계,842.0,755.0,860.0,716.0,784.0,,,
자본총계,1200.0,1256.0,1248.0,1381.0,1292.0,,,
자본총계(지배),1200.0,1256.0,1248.0,1381.0,1292.0,,,
자본총계(비지배),,,,,,,,
자본금,475.0,475.0,517.0,533.0,533.0,,,
영업활동현금흐름,132.0,192.0,130.0,72.0,17.0,,,
투자활동현금흐름,-87.0,-96.0,-154.0,36.0,-23.0,,,
재무활동현금흐름,-42.0,-100.0,23.0,-100.0,18.0,,,
CAPEX,47.0,153.0,126.0,42.0,53.0,,,
FCF,84.0,38.0,5.0,29.0,-35.0,,,
이자발생부채,546.0,449.0,425.0,302.0,372.0,,,
영업이익률,3.86,4.6,3.42,2.52,-0.88,,,
순이익률,2.98,2.45,-2.88,4.01,-0.95,,,
ROE(%),5.75,4.92,-5.61,8.15,-2.22,,,
ROA(%),3.32,2.98,-3.41,5.1,-1.42,,,
부채비율,70.16,60.08,68.97,51.84,60.68,,,
자본유보율,154.57,166.47,143.06,158.56,151.93,,,
EPS(원),70.0,64.0,-71.0,102.0,-28.0,,,
PER(배),10.34,14.33,-17.01,9.21,-30.37,,,
BPS(원),1263.0,1323.0,1206.0,1296.0,1276.0,,,
PBR(배),0.57,0.69,1.01,0.73,0.66,,,
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,0.0,0.0,0.0,,,,
발행주식수(보통주),94989730.0,94989730.0,103421361.0,106584898.0,106584898.0,,,
